,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Toyama Prefecture,Municipality_Uozu City,District_Aojima,District_Butsuden,District_Chuodori,District_Daikaijino,District_Daikaijishin,District_Daikoji,District_Eguchi,District_Hamakyoden,District_Heidenji,District_Higashimachi,District_Hinomiyacho,District_Hommachi,District_Hongo,District_Hongoshimmachi,District_Inden,District_Ishigakishin,District_Jikoji,District_Kamiguchi,District_Kamimuraki,District_Kanauramachi,District_Kawaberi,District_Keino,District_Kichijima,District_Kinoshitashin,District_Kitaonie,District_Kotobukicho,District_Kyodennakamachi,District_Kyodennishimachi,District_Midoricho,District_Minatomachi,District_Miyazu,District_Motoshimmachi,District_Murakicho,District_Namikicho,District_Oaza Shimomurakimachi,District_Rokuromaru,District_Sanda,District_Sanga,District_Shinjojimachi,District_Shinkadokawa,District_Shinkanaya,District_Suehirocho,District_Sumiyoshi,District_Tateishi,District_Tenjinnoshin,District_Tenno,District_Tomomichi,District_Yagenji,District_Yokomakura,Nearest_Station_Dentetsuuozu,Nearest_Station_Kyoden,Nearest_Station_Nishiuozu,Nearest_Station_Shin-uozu,Nearest_Station_Uozu,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
