,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Tokyo,Municipality_Bunkyo Ward,District_Hakusan,District_Hongo,District_Honkomagome,District_Kasuga,District_Kohinata,District_Koishikawa,District_Koraku,District_Mejirodai,District_Mukogaoka,District_Nezu,District_Nishikata,District_Otowa,District_Otsuka,District_Sekiguchi,District_Sendagi,District_Sengoku,District_Suido,District_Yayoi,District_Yushima,Nearest_Station_Edogawabashi,Nearest_Station_Gokokuji,Nearest_Station_Hakusan (Tokyo),Nearest_Station_Higashiikebukuro,Nearest_Station_Hongo 3-chome,Nearest_Station_Honkomagome,Nearest_Station_Iidabashi,Nearest_Station_Inaricho (Tokyo),Nearest_Station_Kasuga (Tokyo),Nearest_Station_Komagome,Nearest_Station_Korakuen,Nearest_Station_Myogadani,Nearest_Station_Nezu,Nearest_Station_Nishinippori,Nearest_Station_Ochanomizu,Nearest_Station_Sendagi,Nearest_Station_Sengoku,Nearest_Station_Shin-otsuka,Nearest_Station_Suehirocho (Tokyo),Nearest_Station_Sugamo,Nearest_Station_Suidobashi,Nearest_Station_Tabata,Nearest_Station_Todaimae,Nearest_Station_Uenohirokoji,Nearest_Station_Waseda (Metro),Nearest_Station_Waseda (Toden),Nearest_Station_Yurakucho,Nearest_Station_Yushima,Nearest_Station_Zoshigaya (Tokyo Metro),City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,Transactional factors_Dealings between related objects,"Transactional factors_Dealings between related objects,Dealings including private road",Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings including special circumstances,Transactional factors_Dealings of adjacent land,"Transactional factors_Dealings of adjacent land,Dealings including private road",Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
