,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Kyoto Prefecture,"Municipality_Minami Ward,Kyoto City",District_Higashikujoaketacho,District_Higashikujokamigoryocho,District_Higashikujokitamatsunokicho,District_Higashikujominamikawabecho,District_Higashikujominamisannocho,District_Higashikujonishikawabecho,District_Higashikujonishiyamacho,District_Higashikujoukabecho,District_Kamitobakanjimbashicho,District_Kamitobanawashirocho,District_Kamitobasugatacho,District_Kamitobatakahatacho,District_Karahashiakakanecho,District_Karahashiashibecho,District_Karahashihiragakicho,District_Karahashikadowakicho,District_Karahashikawakubocho,District_Karahashikeidencho,District_Karahashinishihiragakicho,District_Karahashiomiyajiricho,District_Kisshoimmaedacho,District_Kisshoimmaegawaracho,District_Kisshoimmakiecho,District_Kisshoimmakieminamimachi,District_Kisshoin-ishiharanagatacho,District_Kisshoin-ogawaracho,District_Kisshoin-oikecho,District_Kisshoinhainoborinakacho,District_Kisshoinkannondocho,District_Kisshoinnakajimacho,District_Kisshoinnishinoshomukaidacho,District_Kisshoinnishinoshonishinakacho,District_Kisshoinnishinouchicho,District_Kisshoinsadanaricho,District_Kisshoinsannomiyacho,District_Kisshoinsannomiyanishicho,District_Kisshoinshindenninodancho,District_Kujocho,District_Kuzekamikuzecho,District_Kuzenakahisacho,District_Kuzenakakuzecho,District_Kuzeoyabucho,District_Kuzetakadacho,District_Kuzetonoshirocho,District_Nishikujohigashigokodencho,District_Nishikujohigashishimamachi,District_Nishikujoikenouchicho,District_Nishikujomorimotocho,District_Nishikujonandencho,District_Nishikujookunicho,District_Nishikujoshimamachi,District_Nishikujosugatacho,District_Nishikujozaocho,District_Tojicho,Nearest_Station_Higashimuko,Nearest_Station_Jujo (Kintetsu),Nearest_Station_Jujo (Kyotoshiei),Nearest_Station_Kamitobaguchi,Nearest_Station_Katsuragawa (Kyoto),Nearest_Station_Kujo (Kyoto),Nearest_Station_Kyoto,Nearest_Station_Mukomachi,Nearest_Station_Nishikyogoku,Nearest_Station_Nishimuko,Nearest_Station_Nishioji,Nearest_Station_Rakusaiguchi,Nearest_Station_Tofukuji,Nearest_Station_Toji,Layout_1DK,Layout_1K,Layout_1LDK,Layout_1LDK+S,Layout_1R,Layout_2DK,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3K,Layout_3LDK,Layout_4DK,Layout_4K,Layout_4LDK,Layout_5LDK,Layout_Open Floor,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Exclusively Industrial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings of real estate to which mortgage etc. are set,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
