,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Hyogo Prefecture,Municipality_Takasago City,District_Amida,District_Amidacho,District_Araichochidori,District_Araichohasuike,District_Araichohigashihommachi,District_Araichohinodecho,District_Araichokamimachi,District_Araichokomatsubara,District_Araichominamisakaemachi,District_Araichonakamachi,District_Araichonakashimmachi,District_Araichoogimachi,District_Araichootabi,District_Araichoshinhama,District_Araichowakamiyamachi,District_Iho,District_Ihohigashi,District_Ihominatomachi,District_Ihozaki,District_Ihozakiminami,District_Imaichi,District_Jikojicho,District_Kanakedacho,District_Kasuganocho,District_Kazume,District_Kitahamacho,District_Midorigaoka,District_Mihonosato,District_Nakashima,District_Nakasuji,District_Nishihata,District_Shoyo,District_Sonecho,District_Suehirocho,District_Takasagochoaiyamachi,District_Takasagochoasahimachi,District_Takasagochoebisumachi,District_Takasagochohamadamachi,District_Takasagochohigashimiyamachi,District_Takasagochojirosukemachi,District_Takasagochokagimachi,District_Takasagochokariamimachi,District_Takasagochokisomachi,District_Takasagochokitahommachi,District_Takasagochominamihamamachi,District_Takasagochominamihommachi,District_Takasagochominamitokaimachi,District_Takasagochononimmachi,District_Takasagochosaikumachi,District_Takasagochosakaemachi,District_Takasagochotamachi,District_Takasagochouomachi,District_Takasagochozaimokumachi,District_Takasu,District_Tatsuyama,District_Umei,District_Yonedacho,District_Yurigaoka,Nearest_Station_Arai (Hyogo),Nearest_Station_Hoden,Nearest_Station_Iho,Nearest_Station_Matogata,Nearest_Station_Onoenomatsu,Nearest_Station_Oshio,Nearest_Station_San-yosone,Nearest_Station_Sone (Hyogo),Nearest_Station_Takasago (Hyogo),City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,"Transactional factors_Dealings of adjacent land,Dealings including private road",Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
