,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Aichi Prefecture,Municipality_Nisshin City,District_Akaike,District_Akaikecho,District_Akaikeminami,District_Asadacho,District_Asadahirako,District_Fujiedacho,District_Fujishimacho,District_Fujizuka,District_Goshikien,District_Higashiyama,District_Hongocho,District_Iwafujicho,District_Iwasakicho,District_Iwasakidai,District_Kaguyama,District_Kitashincho,District_Komenokicho,District_Komenokidai,District_Minamigaoka,District_Nokatacho,District_Oridocho,District_Sakae,District_Sambongicho,District_Takenoyama,District_Umemoricho,District_Umemoridai,Nearest_Station_Akaike (Aichi),Nearest_Station_Fujigaoka (Aichi),Nearest_Station_Geidaidori,Nearest_Station_Hara (Aichi),Nearest_Station_Hirabari,Nearest_Station_Hoshigaoka (Aichi),Nearest_Station_Irigaikekoen,Nearest_Station_Komenoki,Nearest_Station_Kurozasa,Nearest_Station_Nagakutekosenjo,Nearest_Station_Nisshin (Aichi),Nearest_Station_Toyotashi,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Residential Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
