,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Kanagawa Prefecture,"Municipality_Miyamae Ward,Kawasaki City",District_Arima,District_Hatsuyama,District_Higashiarima,District_Inukura,District_Kajigaya,District_Keyakidaira,District_Kodai,District_Maginu,District_Miyamaedaira,District_Miyazaki,District_Mizusawa,District_Nampeidai,District_Nogawa,District_Saginuma,District_Shibokuhoncho,District_Shiomidai,District_Shirahatadai,District_Sugao,District_Sugaogaoka,District_Taira,District_Tsuchihashi,Nearest_Station_Azamino,Nearest_Station_Ikuta (Kanagawa),Nearest_Station_Kajigaya,Nearest_Station_Kitayamata (Kanagawa),Nearest_Station_Kuji,Nearest_Station_Miyamaedaira,Nearest_Station_Miyazakidai,Nearest_Station_Mizonoguchi,Nearest_Station_Mukogaokayuen,Nearest_Station_Musashinakahara,Nearest_Station_Musashishinjo,Nearest_Station_Nakagawa (Kanagawa),Nearest_Station_Noborito,Nearest_Station_Saginuma,Nearest_Station_Shin-yurigaoka,Nearest_Station_Shukugawara,Nearest_Station_Tama Plaza,Nearest_Station_Tsudayama,Nearest_Station_Yurigaoka,Layout_1DK,Layout_1K,Layout_1LDK,Layout_1LDK+S,Layout_1R,Layout_2DK,Layout_2DK+S,Layout_2LD+S,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3K,Layout_3LDK,Layout_3LDK+S,Layout_3LK,Layout_4LDK,Layout_4LDK+S,Layout_Open Floor,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-residential Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
