,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Osaka Prefecture,"Municipality_Chuo Ward,Osaka City",District_Andojimachi,District_Awajimachi,District_Azuchimachi,District_Bakuromachi,District_Bingomachi,District_Doshomachi,District_Dotombori,District_Funakoshicho,District_Higashikoraibashi,District_Higashishinsaibashi,District_Hiranomachi,District_Hoenzaka,District_Hommachi,District_Hommachibashi,District_Itoyamachi,District_Junikencho,District_Kanzakicho,District_Kawaramachi,District_Kawarayamachi,District_Kitahama,District_Kitahamahigashi,District_Kitakyuhojimachi,District_Kitashimmachi,District_Kokumachi,District_Koraibashi,District_Kozu,District_Kyutaromachi,District_Matsuyamachi,District_Matsuyamachisumiyoshi,District_Minamihommachi,District_Minamikyuhojimachi,District_Minamisemba,District_Minamishimmachi,District_Morinomiyachuo,District_Nakadera,District_Namba,District_Nambasennichimae,District_Nippombashi,District_Nishishinsaibashi,District_Nonimbashi,District_Otedoori,District_Ryuzojicho,District_Sennichimae,District_Shimanouchi,District_Shinsaibashisuji,District_Soemoncho,District_Tamatsukuri,District_Tanimachi,District_Tohei,District_Tokiwamachi,District_Tokuicho,District_Tsuriganecho,District_Uchiawajimachi,District_Uchihiranomachi,District_Uchihommachi,District_Uchikyuhojimachi,District_Uehommachinishi,District_Uemachi,District_Ueshio,District_Zaimokucho,Nearest_Station_Honmachi,Nearest_Station_Kintetsunipponbashi,Nearest_Station_Kitahama (Osaka),Nearest_Station_Matsuyamachi,Nearest_Station_Morinomiya,Nearest_Station_Nagahoribashi,Nearest_Station_Nanba (Nankai),Nearest_Station_Nanba (Osaka Metro),Nearest_Station_Nipponbashi (Osaka),Nearest_Station_Sakaisujihonmachi,Nearest_Station_Shinsaibashi,Nearest_Station_Tamatsukuri (JR),Nearest_Station_Tamatsukuri (Osaka Metro),Nearest_Station_Tanimachi 4-chome,Nearest_Station_Tanimachi 6-chome,Nearest_Station_Tanimachi 9-chome,Nearest_Station_Tenmabashi,Nearest_Station_Yodoyabashi,Nearest_Station_Yotsubashi,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,"Transactional factors_Dealings including private road,Dealings including special circumstances",Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_South,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
