,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Aichi Prefecture,"Municipality_Kanie Town,Ama County",District_Asahi,District_Funairi,District_Gakuto,District_Genji,District_Hachiman,District_Heian,District_Hommachi,District_Imahommachidoori,District_Imanishi,District_Imatokodori,District_Izumi,District_Midori,District_Nishiki,District_Nishinomori,District_Oaza Ima,District_Oaza Kaniehommachi,District_Oaza Kanieshimmachi,District_Oaza Kanieshinden,District_Oaza Nabebutashinden,District_Oaza Nishinomori,District_Oaza Shinchiaki,District_Oaza Sunari,District_Sakura,District_Shiro,District_Sunarinishi,District_Takara,District_Tomiyoshi,Nearest_Station_Eiwa,Nearest_Station_Kanie,Nearest_Station_Kintetsukanie,Nearest_Station_Kintetsuyatomi,Nearest_Station_Tomiyoshi,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_Dealings including special circumstances,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
