,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Aichi Prefecture,Municipality_Tokai City,District_Araomachi,District_Chuomachi,District_Fukinodai,District_Fukishimamachi,District_Fukishimamachifushimi,District_Kagiyamachi,District_Minamishibatamachi,District_Nakanoike,District_Nawamachi,District_Otamachi,District_Takayokosukamachi,District_Tokaimachi,District_Yabumachi,District_Yokosukamachi,Nearest_Station_Kyowa,Nearest_Station_Minamikagiya,Nearest_Station_Nawa (Aichi),Nearest_Station_Obu,Nearest_Station_Otagawa,Nearest_Station_Owariyokosuka,Nearest_Station_Shibata,Nearest_Station_Shinnittetsumae,Nearest_Station_Shurakuen,Nearest_Station_Takayokosuka,Nearest_Station_Teramoto,Nearest_Station_Yawatashinden,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
