,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Osaka Prefecture,Municipality_Moriguchi City,District_Babacho,District_Dainichicho,District_Dainichihigashimachi,District_Higashimachi,District_Jinaicho,District_Kajimachi,District_Kaneshitacho,District_Kasugacho,District_Kawaharacho,District_Keihanhondoori,District_Keihankitahondoori,District_Kikusuidoori,District_Kindacho,District_Matsumachi,District_Minamiterakataminamidoori,District_Okubocho,District_Saigodori,District_Sakuramachi,District_Sanaecho,District_Satahigashimachi,District_Satanakamachi,District_Sotojimacho,District_Takemachi,District_Takiimotomachi,District_Todacho,District_Togodori,District_Toyohidecho,District_Umemachi,District_Umezonocho,District_Yagumohigashimachi,District_Yagumokitamachi,District_Yagumonakamachi,District_Yashimacho,Nearest_Station_Dainichi,Nearest_Station_Doi,Nearest_Station_Furukawabashi,Nearest_Station_Kadomaminami,Nearest_Station_Kadomashi,Nearest_Station_Moriguchi,Nearest_Station_Moriguchishi,Nearest_Station_Nishisanso,Nearest_Station_Owada (Osaka),Nearest_Station_Senbayashi,Nearest_Station_Shimizu (Osaka Metro),Nearest_Station_Taishibashiimaichi,Nearest_Station_Takii,Nearest_Station_Tsurumiryokuchi,Layout_1K,Layout_1LDK,Layout_2DK,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3LDK,Layout_4DK,Layout_4DK+S,Layout_4LDK,Layout_Open Floor,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings of real estate that includes wound etc.,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
