,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Niigata Prefecture,Municipality_Nagaoka City,District_Asahimachi,District_Daimachi,District_Fukuzumi,District_Gakkocho,District_Gofukumachi,District_Hasugata,District_Higashiaramachi,District_Higashisakanouemachi,District_Honcho,District_Hoshiba,District_Isurugiminamimachi,District_Jizo,District_Jonaicho,District_Kashiwacho,District_Kawasaki,District_Kesajiro,District_Koshoji,District_Magariaramachi,District_Matsuba,District_Minamimachi,District_Miyauchi,District_Nagacho,District_Nakajima,District_Nakazawa,District_Nishisenju,District_Ojimahoncho,District_Omotemachi,District_Otedoori,District_Sakanouemachi,District_Senju,District_Senshu,District_Terajimamachi,District_Tonomachi,District_Watarimachi,District_Zao,Nearest_Station_Kitanagaoka,Nearest_Station_Miyauchi (Niigata),Nearest_Station_Nagaoka,Nearest_Station_None,Nearest_Station_Sanjo (Niigata),Layout_1DK,Layout_1DK+S,Layout_1K,Layout_1LDK,Layout_1R,Layout_2DK,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3LDK,Layout_4DK,Layout_4LDK,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
