,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Fukuoka Prefecture,"Municipality_Wakamatsu Ward,Kitakyushu City",District_Akasakimachi,District_Akashimamachi,District_Aobadaihigashi,District_Aobadaiminami,District_Aobadainishi,District_Dojimaru,District_Eiseigawamachi,District_Fujinoki,District_Fukamachi,District_Furumae,District_Futajima,District_Hakusan,District_Hamamachi,District_Hananoji,District_Haramachi,District_Hatadanimachi,District_Hatakeda,District_Hibikinominami,District_Higashifutajima,District_Higashihatamachi,District_Higashikoishimachi,District_Hommachi,District_Imamitsu,District_Kamiharamachi,District_Kamooda,District_Katayama,District_Koishihommuramachi,District_Koitomachi,District_Koshikihibikino,District_Kukinomichuo,District_Kyonammachi,District_Miyamaemachi,District_Miyamaru,District_Nakagawamachi,District_Nakahatamachi,District_Namiuchimachi,District_Nishihatamachi,District_Nishikoishimachi,District_Nishitenjimmachi,District_Nishizonomachi,District_Oaza Amasumi,District_Oaza An-ya,District_Oaza Arige,District_Oaza Haraigawa,District_Oaza Hatakeda,District_Oaza Koshiki,District_Oaza Odake,District_Oaza Takenami,District_Oaza Tonda,District_Oidomachi,District_Oikemachi,District_Oimatsu,District_Otanimachi,District_Sakodamachi,District_Sakuramachi,District_Shimoharamachi,District_Shin-otanimachi,District_Shioya,District_Sutara,District_Takasuhigashi,District_Takasukita,District_Takasuminami,District_Takasunishi,District_Tanadamachi,District_Wadamachi,District_Yamanodomachi,District_Yamatemachi,District_Yojakumachi,District_Yurinomachi,Nearest_Station_Fujinoki,Nearest_Station_Futajima,Nearest_Station_Honjo,Nearest_Station_Jinnoharu,Nearest_Station_Okudokai,Nearest_Station_Orio,Nearest_Station_Wakamatsu,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings including valueless house,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
