,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Osaka Prefecture,"Municipality_Sakai Ward,Sakai City",District_Asakayamacho,District_Daisennakamachi,District_Dejimacho,District_Dejimakaigandoori,District_Ebisujimacho,District_Ebisunochonishi,District_Enokimotomachi,District_Higashiminatocho,District_Ichijodoori,District_Ichinochohigashi,District_Ichinochonishi,District_Imaikecho,District_Ishizucho,District_Kainochohigashi,District_Kainochonishi,District_Kaisancho,District_Kannabecho,District_Kaorigaokacho,District_Kashiwagicho,District_Kinryocho,District_Kitahanadaguchicho,District_Kitahatocho,District_Kitakawaramachi,District_Kitamikunigaokacho,District_Kitashocho,District_Kitayasuicho,District_Koryohigashimachi,District_Koryonakamachi,District_Koryonishimachi,District_Kukenchonishi,District_Kumanochonishi,District_Kurumanochonishi,District_Mikunigaokamiyukidoori,District_Minamihatagochonishi,District_Minamijimacho,District_Minamikawaramachi,District_Minamikoyocho,District_Minamishimizucho,District_Minamishocho,District_Minamiyasuicho,District_Nakanochonishi,District_Nakayasuicho,District_Nigiwaicho,District_Nishikinochonishi,District_Ochohigashi,District_Ochonishi,District_Ohamakitamachi,District_Ohamaminamimachi,District_Ohamanakamachi,District_Okinabashicho,District_Ryujimbashicho,District_Sakaebashicho,District_Sambocho,District_Shichidohigashimachi,District_Shichidonishimachi,District_Shimmachi,District_Shimmeichohigashi,District_Shinonomenishimachi,District_Shukuinchohigashi,District_Shukuinchonishi,District_Shukuyachohigashi,District_Sumiyoshibashicho,District_Tadeicho,District_Yamamotocho,District_Yanaginochohigashi,District_Zaimokuchohigashi,District_Zaimokuchonishi,Nearest_Station_Asaka,Nearest_Station_Asakayama,Nearest_Station_Hanataguchi,Nearest_Station_Ishizugawa,Nearest_Station_Mikunigaoka,Nearest_Station_Minato,Nearest_Station_Mozu,Nearest_Station_Mozuhachiman,Nearest_Station_Otori,Nearest_Station_Sakai,Nearest_Station_Sakaihigashi,Nearest_Station_Sakaishi,Nearest_Station_Shichido,Nearest_Station_Shukuin,Nearest_Station_Uenoshiba,Layout_1DK,Layout_1DK+S,Layout_1K,Layout_1LDK,Layout_1LDK+S,Layout_1R,Layout_2DK,Layout_2K,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3LDK,Layout_3LDK+S,Layout_3LK,Layout_4DK,Layout_4K,Layout_4LDK,Layout_5LDK,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
