,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Niigata Prefecture,"Municipality_Akiha Ward,Niigata City",District_Akiha,District_Amagasawa,District_Aobadoori,District_Asahi,District_Daianji,District_Fukujima,District_Funato,District_Furutsu,District_Garameki,District_Gawagasawa,District_Higashijima,District_Higashikanazawa,District_Hodojima,District_Iyanagi,District_Kakurozu,District_Kanazawacho,District_Kawaguchi,District_Kitakami,District_Kitakamishinden,District_Koda,District_Kodokamigumi,District_Koganecho,District_Koguchi,District_Kosudo,District_Koyaba,District_Kurumaba,District_Kusozucho,District_Manganji,District_Matsugaoka,District_Minamicho,District_Misorano,District_Miyoshi,District_Miyukicho,District_Musubu,District_Nakamura,District_Nakano,District_Nakazawacho,District_Nanokamachi,District_Niitsu,District_Niitsuhigashicho,District_Niitsuhoncho,District_Nippocho,District_Nishifurutsu,District_Nishijima,District_Ogijima,District_Oginocho,District_Ojika,District_Oseki,District_Satsukino,District_Shimbo,District_Shimmachi,District_Shimogoya,District_Shimogoyacho,District_Shimoshin,District_Shin-eicho,District_Shinkanazawacho,District_Tai,District_Tajima,District_Takiyacho,District_Takiyahoncho,District_Warabisone,District_Yamayacho,District_Yashiroda,District_Yokogawahama,District_Yoshiokacho,District_Zendocho,Nearest_Station_Furutsu,Nearest_Station_Higashiniitsu,Nearest_Station_Niigata,Nearest_Station_Niitsu,Nearest_Station_None,Nearest_Station_Ogikawa,Nearest_Station_Satsukino,Nearest_Station_Shinseki,Nearest_Station_Yashiroda,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
