,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Fukuoka Prefecture,Municipality_Nakama City,District_Asagiri,District_Chuo,District_Dotenouchi,District_Fukasaka,District_Higashinakama,District_Ikeda,District_Iwase,District_Iwasenishimachi,District_Jokamachi,District_Nabeyamamachi,District_Nagatsu,District_Nakama,District_Nakao,District_Nakazuru,District_Nanaemachi,District_Oaza Habu,District_Oaza Kamisokoino,District_Oaza Nakasokoino,District_Oaza Shimookuma,District_Odagaura,District_Ogigaura,District_Otsujimachi,District_Rengeji,District_Sakuradai,District_Taga,District_Tooritani,District_Yayoi,Nearest_Station_Chikuhokatsuki,Nearest_Station_Chikuhonakama,Nearest_Station_Chikuzenhabu,Nearest_Station_Higashimizumaki,Nearest_Station_Higashinakama,Nearest_Station_Kibougaokakoukoumae,Nearest_Station_Nakama,Nearest_Station_Nishiyama (Fukuoka),Nearest_Station_Toritani,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Exclusively Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,"Transactional factors_Dealings of adjacent land,Dealings in which auction or arbiter participates",Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
