,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Fukui Prefecture,Municipality_Sabae City,District_Arisadacho,District_Asahimachi,District_Chosenjicho,District_Fujimacho,District_Fukaecho,District_Funatsucho,District_Geshicho,District_Goromarucho,District_Hashitatecho,District_Higashisabae,District_Higashiyoneoka,District_Hiraicho,District_Hommachi,District_Iricho,District_Ishidakamicho,District_Ishidashimocho,District_Isobecho,District_Jimyojicho,District_Kamikobatacho,District_Kaminakacho,District_Kaminodacho,District_Kamisabae,District_Kamisabaecho,District_Kamiuzuecho,District_Katayamacho,District_Kawadacho,District_Kawasaricho,District_Kawashimacho,District_Kitanakacho,District_Kitanocho,District_Koguromachi,District_Kumadacho,District_Maruyamacho,District_Miyamae,District_Miyukicho,District_Mizuochicho,District_Nakanocho,District_Naoicho,District_Nichogakecho,District_Nishibancho,District_Nishibukurocho,District_Nishioicho,District_Nishiyamacho,District_Ochiicho,District_Okuracho,District_Sadatsugicho,District_Saiwaicho,District_Sanrokucho,District_Shihodanicho,District_Shimmeicho,District_Shimokobatacho,District_Shimonodacho,District_Shimoshinjocho,District_Shimozuecho,District_Shin-yokoe,District_Sugimotocho,District_Sumiyoshicho,District_Tadasucho,District_Tadokorocho,District_Tamuracho,District_Toba,District_Tobacho,District_Todecho,District_Tonokuchicho,District_Toriicho,District_Tsutsujigaokacho,District_Urushiharacho,District_Yanagimachi,District_Yokoecho,District_Yoneokacho,District_Yoshiecho,District_Yoshitanicho,Nearest_Station_Mizuochi,Nearest_Station_Nishisabae,Nearest_Station_Nishiyamakoen,Nearest_Station_Oshio,Nearest_Station_Sabae,Nearest_Station_Sanjuhassha,Nearest_Station_Shinmei,Nearest_Station_Sundomenishi,Nearest_Station_Tobanaka,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
