,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Iwate Prefecture,Municipality_Ichinoseki City,District_Akoogi,District_Aoba,District_Aza Daimachi,District_Aza Hataoriyama,District_Aza Hiwatashi,District_Aza Kitajukkenkoji,District_Aza Kubo,District_Aza Minamihoryo,District_Aza Narugami,District_Aza Nihongi,District_Aza Santa,District_Aza Sawa,District_Aza Suikawakoji,District_Aza Tsuriyama,District_Aza Unan,District_Aza Yogai,District_Chuocho,District_Daimachi,District_Doyacho,District_Gembicho,District_Godaicho,District_Hachimancho,District_Hagisho,District_Higashigodai,District_Higashiyamachomatsukawa,District_Higashiyamachonagasaka,District_Ishibatake,District_Jishumachi,District_Jobo,District_Jonai,District_Kamiotsukikoji,District_Kozenji,District_Machiura,District_Mashiba,District_Miyamaecho,District_Miyasakacho,District_Miyashitacho,District_Nakasato,District_Omachi,District_Otemachi,District_Rambaicho,District_Saiwaicho,District_Sannoseki,District_Sekigaoka,District_Semmayachokiyota,District_Semmayachosemmaya,District_Shin-omachi,District_Suehiro,District_Takasakicho,District_Takizawa,District_Tamuracho,District_Yamanome,District_Yamanomemachi,Nearest_Station_Geibikei,Nearest_Station_Ichinoseki,Nearest_Station_Iwanoshita,Nearest_Station_Mataki,Nearest_Station_Rikuchumatsukawa,Nearest_Station_Senmaya,Nearest_Station_Shibajuku,Nearest_Station_Shimzuhara,Nearest_Station_Yamanome,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings including special circumstances,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
