,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Gunma Prefecture,Municipality_Fujioka City,District_Ayugawa,District_Fujioka,District_Higashihirai,District_Homi,District_Hongo,District_Jinda,District_Joboji,District_Kamikurisu,District_Kamiochiai,District_Kamiozuka,District_Kamitozuka,District_Kanai,District_Kobayashi,District_Midono,District_Mitsugi,District_Mori,District_Morishinden,District_Motoyurugido,District_Naka,District_Nakajima,District_Nakakurisu,District_Nakaozuka,District_Negishi,District_Okanogo,District_Onishi,District_Shimokurisu,District_Shimoozuka,District_Shimotozuka,District_Shinozuka,District_Shiroishi,District_Tatsuishi,District_Tatsuishishinden,District_Yaba,Nearest_Station_Gunmafujioka,Nearest_Station_Kitafujioka,Nearest_Station_Nishiyamana,Nearest_Station_Shinmachi (Gunma),Nearest_Station_Tansho,Nearest_Station_Yamana,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
