,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Kumamoto Prefecture,"Municipality_Ashikita Town,Ashikita County",District_Oaza Ashikita,District_Oaza Hakariishi,District_Oaza Hanaoka,District_Oaza Meshima,District_Oaza Michikawachi,District_Oaza Miyanoura,District_Oaza Miyazaki,District_Oaza Otojiya,District_Oaza Sashiki,District_Oaza Shiraiwa,District_Oaza Tanouramachi,District_Oaza Toyooka,District_Oaza Yahata,District_Oaza Yunoura,Nearest_Station_Sashiki,Nearest_Station_Tanouraotachimisakikoen,Nearest_Station_Yunoura,City Planning_Non-divided City Planning Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
