,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Mie Prefecture,Municipality_Kameyama City,District_Airisucho,District_Anodacho,District_Chomyojicho,District_Egamuro,District_Hawakacho,District_Higashidaicho,District_Higashimachi,District_Higashimarucho,District_Higashimiyukicho,District_Hommachi,District_Idagawacho,District_Ijiricho,District_Kamedacho,District_Kawaicho,District_Kawasakicho,District_Kitakashimacho,District_Kitamachi,District_Kitayamacho,District_Midoricho,District_Minamikashimacho,District_Minaminocho,District_Mitsuderacho,District_Miyukicho,District_Mizuhodai,District_Mizukigaoka,District_Nakanoshocho,District_Nishimachi,District_Nishimarucho,District_Nobonocho,District_Nomura,District_Sakaemachi,District_Sekicho-fuji-heights,District_Sekichoege,District_Sekichoizumigaoka,District_Sekichokozaki,District_Sekichoono,District_Sekichoshinjo,District_Sekigaoka,District_Shimonoshocho,District_Sugauchicho,District_Sumiyamacho,District_Takatsukacho,District_Tamuracho,District_Tenjin,District_Tsubaisocho,District_Uenocho,District_Wadacho,District_Wagacho,District_Wakayamacho,District_Yamashitacho,Nearest_Station_Idagawa,Nearest_Station_Kameyama (Mie),Nearest_Station_Seki (Mie),Nearest_Station_Shimonosho,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_Dealings of real estate that includes wound etc.,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
