,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Gifu Prefecture,Municipality_Minokamo City,District_Chubudai,District_Fukatacho,District_Hachiyacho,District_Hongocho,District_Ibukacho,District_Kamogawacho,District_Kamonocho,District_Kawaicho,District_Kobicho,District_Kusabuecho,District_Maehiracho,District_Makino,District_Mikadocho,District_Miwacho,District_Moriyamacho,District_Nakatomicho,District_Nishimachi,District_Nozasacho,District_Otacho,District_Otahommachi,District_Otemachi,District_Shimacho,District_Shimoyonedacho,District_Shin-ikecho,District_Tajimacho,District_Yamanouecho,District_Yamatecho,Nearest_Station_Kamono,Nearest_Station_Kobi,Nearest_Station_Maehirakoen,Nearest_Station_Minokawai,Nearest_Station_Minoota,Nearest_Station_Nakakawabe,Nearest_Station_Tomika,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
