,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Saitama Prefecture,Municipality_Sayama City,District_Chuo,District_Fujimi,District_Gion,District_Hirose,District_Hirosedai,District_Hirosehigashi,District_Inariyama,District_Irumagawa,District_Kashiwabara,District_Negishi,District_Oaza Aoyagi,District_Oaza Higashimitsugi,District_Oaza Horikane,District_Oaza Kamiakasaka,District_Oaza Kamihirose,District_Oaza Kamiokutomi,District_Oaza Kazashi,District_Oaza Kitairiso,District_Oaza Minamiiriso,District_Oaza Mizuno,District_Oaza Nakashinden,District_Oaza Sasai,District_Oaza Shimohirose,District_Oaza Shimookutomi,District_Sasai,District_Sawa,District_Sayama,District_Sayamadai,District_Shinsayama,District_Unoki,Nearest_Station_Bushi,Nearest_Station_Inariyamakoen,Nearest_Station_Iriso,Nearest_Station_Irumashi,Nearest_Station_Minamiotsuka,Nearest_Station_Musashifujisawa,Nearest_Station_None,Nearest_Station_Sayamashi,Nearest_Station_Shinsayama,Nearest_Station_Shintokorozawa,Nearest_Station_Tokorozawa,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Exclusively Industrial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
