,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Fukuoka Prefecture,Municipality_Buzen City,District_Oaza Akaguma,District_Oaza Aohata,District_Oaza Arahori,District_Oaza Baba,District_Oaza Chizuka,District_Oaza Hachiya,District_Oaza Hasama,District_Oaza Hata,District_Oaza Hisamatsu,District_Oaza Horitate,District_Oaza Ichimaru,District_Oaza Imaichi,District_Oaza Kajiya,District_Oaza Kishii,District_Oaza Kutsugawa,District_Oaza Kyurotsuchi,District_Oaza Mikekado,District_Oaza Nakamura,District_Oaza Noda,District_Oaza Omura,District_Oaza Onishi,District_Oaza Rokuro,District_Oaza Sanraku,District_Oaza Shimokawachi,District_Oaza Shiromaru,District_Oaza Shoe,District_Oaza Takata,District_Oaza Tenwa,District_Oaza Toda,District_Oaza Torigoe,District_Oaza Tsunedomi,District_Oaza Unoshima,District_Oaza Yoshiki,District_Seho,Nearest_Station_Buzenshoe,Nearest_Station_Mikekado,Nearest_Station_Unoshima,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-city Planning Area,City Planning_Quasi-industrial Zone,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
