,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Hiroshima Prefecture,Municipality_Hatsukaichi City,District_Ajina,District_Ajinadai,District_Ajinadaikita,District_Ajinadaiyamanote,District_Ekimae,District_Fukae,District_Fukumen,District_Hara,District_Hassaka,District_Hatsukaichi,District_Hayashigahara,District_Hera,District_Herayamate,District_Hommachi,District_Jigozen,District_Jigozenkita,District_Jonai,District_Kaai,District_Kamihera,District_Kaminohama,District_Kawazuhara,District_Kujima,District_Kushido,District_Maezora,District_Maruishi,District_Minetaka,District_Miyahamaonsen,District_Miyajimacho,District_Miyajimaguchi,District_Miyajimaguchihigashi,District_Miyajimaguchinishi,District_Miyajimaguchiue,District_Miyauchi,District_Miyazono,District_Miyazonokami,District_Monomihigashi,District_Monominishi,District_Nagahara,District_Ohigashi,District_Okishioya,District_Ono,District_Onochuo,District_Onohara,District_Roppommatsu,District_Sagata,District_Sagatahommachi,District_Sakurao,District_Sakuraohommachi,District_San-yoen,District_Shikigaoka,District_Shikigaokakami,District_Shimohera,District_Shimonohama,District_Shinguu,District_Shioya,District_Suka,District_Sumiyoshi,District_Taigenzan,District_Tenjin,District_Toge,District_Tomota,District_Tsuta,District_Umehara,District_Yokodai,Nearest_Station_Ajina,Nearest_Station_Hatsukaichi,Nearest_Station_Hiroshima,Nearest_Station_Kuba,Nearest_Station_Maezora,Nearest_Station_Miyajimaguchi,Nearest_Station_Miyauchikushido,Nearest_Station_None,Nearest_Station_Onoura,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
