,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Hokkaido,"Municipality_Atsubetsu Ward,Sapporo City",District_Aobacho,District_Atsubetsucho,District_Atsubetsuchuo1jo,District_Atsubetsuchuo2jo,District_Atsubetsuchuo3jo,District_Atsubetsuchuo4jo,District_Atsubetsuchuo5jo,District_Atsubetsuhigashi1jo,District_Atsubetsuhigashi2jo,District_Atsubetsuhigashi3jo,District_Atsubetsuhigashi4jo,District_Atsubetsuhigashi5jo,District_Atsubetsukita1jo,District_Atsubetsukita2jo,District_Atsubetsukita3jo,District_Atsubetsukita4jo,District_Atsubetsukita5jo,District_Atsubetsukita6jo,District_Atsubetsuminami,District_Atsubetsunishi1jo,District_Atsubetsunishi2jo,District_Atsubetsunishi3jo,District_Atsubetsunishi4jo,District_Atsubetsunishi5jo,District_Kaminopporo1jo,District_Kaminopporo2jo,District_Kaminopporo3jo,District_Momijidaihigashi,District_Momijidaikita,District_Momijidaiminami,District_Momijidainishi,District_Oyachihigashi,District_Oyachinishi,Nearest_Station_Atsubetsu,Nearest_Station_Hibarigaoka (Hokkaido),Nearest_Station_Kaminopporo,Nearest_Station_Oyachi,Nearest_Station_Shinrinkoen (Hokkaido),Nearest_Station_Shinsapporo,Nearest_Station_Shiroishi (Sapporoshiei),City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including special circumstances,Transactional factors_Dealings including valueless house,Transactional factors_Dealings of real estate to which mortgage etc. are set,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
