,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Hokkaido,"Municipality_Toyohira Ward,Sapporo City",District_Asahimachi,District_Fukuzumi1jo,District_Fukuzumi2jo,District_Fukuzumi3jo,District_Hiragishi1jo,District_Hiragishi2jo,District_Hiragishi3jo,District_Hiragishi4jo,District_Hiragishi5jo,District_Hiragishi6jo,District_Hiragishi7jo,District_Hiragishi8jo,District_Misono10jo,District_Misono11jo,District_Misono12jo,District_Misono1jo,District_Misono2jo,District_Misono3jo,District_Misono4jo,District_Misono5jo,District_Misono6jo,District_Misono7jo,District_Misono8jo,District_Misono9jo,District_Nakanoshima1jo,District_Nakanoshima2jo,District_Nishioka1jo,District_Nishioka2jo,District_Nishioka3jo,District_Nishioka4jo,District_Nishioka5jo,District_Suishacho,District_Toyohira1jo,District_Toyohira2jo,District_Toyohira3jo,District_Toyohira4jo,District_Toyohira5jo,District_Toyohira6jo,District_Toyohira8jo,District_Toyohira9jo,District_Tsukisamuchuodori,District_Tsukisamuhigashi1jo,District_Tsukisamuhigashi2jo,District_Tsukisamuhigashi3jo,District_Tsukisamuhigashi4jo,District_Tsukisamuhigashi5jo,District_Tsukisamunishi1jo,District_Tsukisamunishi2jo,District_Tsukisamunishi3jo,District_Tsukisamunishi4jo,District_Tsukisamunishi5jo,Nearest_Station_Fukuzumi,Nearest_Station_Gakuenmae (Sapporo),Nearest_Station_Higashisapporo,Nearest_Station_Hiragishi (Sapporoshiei),Nearest_Station_Jieitaimae,Nearest_Station_Kikusui,Nearest_Station_Makomanai,Nearest_Station_Minamihiragishi,Nearest_Station_Misono,Nearest_Station_Nakanoshima,Nearest_Station_Nango 13-chome,Nearest_Station_Nango 18-chome,Nearest_Station_Nango 7-chome,Nearest_Station_Shiroishi (Sapporoshiei),Nearest_Station_Sumikawa,Nearest_Station_Toyohirakoen,Nearest_Station_Tsukisamuchuo,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_Dealings of real estate to which mortgage etc. are set,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
