,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Tokyo,Municipality_Akiruno City,District_Aburadai,District_Ajiro,District_Akigawa,District_Akiru,District_Amema,District_Fuchigami,District_Fukasawa,District_Harakomiya,District_Hikida,District_Hirasawa,District_Hirasawanishi,District_Ina,District_Irino,District_Itsukaichi,District_Kamiyotsugi,District_Konakano,District_Kowada,District_Kusabana,District_Ninomiya,District_Ninomiyahigashi,District_Nobe,District_Ogawa,District_Ogawahigashi,District_Otsu,District_Sannai,District_Sedooka,District_Shimoyotsugi,District_Sugao,District_Takao,District_Tateya,District_Tokura,District_Totohara,District_Ushinuma,District_Yamada,District_Yokosawa,District_Yozawa,Nearest_Station_Akigawa,Nearest_Station_Fussa,Nearest_Station_Haijima,Nearest_Station_Hamura,Nearest_Station_Higashiakiru,Nearest_Station_Kumagawa,Nearest_Station_Musashihikida,Nearest_Station_Musashiitsukaichi,Nearest_Station_Musashimasuko,Nearest_Station_Ushihama,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings including valueless house,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
