,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Saitama Prefecture,"Municipality_Yorii Town,Osato County",District_Oaza Akahama,District_Oaza Fujita,District_Oaza Hachigata,District_Oaza Hodawara,District_Oaza Imaichi,District_Oaza Kanao,District_Oaza Mikayama,District_Oaza Murei,District_Oaza Nishifurusato,District_Oaza Nishinoiri,District_Oaza Orihara,District_Oaza Sakurazawa,District_Oaza Sueno,District_Oaza Tatehara,District_Oaza Tomita,District_Oaza Tsuyunashi,District_Oaza Yodo,District_Oaza Yorii,Nearest_Station_Hachigata,Nearest_Station_Hagure,Nearest_Station_Kodama,Nearest_Station_Nagata (Saitama),Nearest_Station_Obusuma,Nearest_Station_Omaeda,Nearest_Station_Orihara,Nearest_Station_Sakurazawa (Saitama),Nearest_Station_Tamayodo,Nearest_Station_Yodo,Nearest_Station_Yorii,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Outside City Planning Area,City Planning_Quasi-city Planning Area,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
