,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Tokushima Prefecture,Municipality_Naruto City,District_Muyachobezaiten,District_Muyachohayasaki,District_Muyachokitahama,District_Muyachokizu,District_Muyachokokuwajima,District_Muyachokurosaki,District_Muyachominamihama,District_Muyachookuwajima,District_Muyachosaita,District_Muyachotateiwa,District_Narutochomitsuishi,District_Narutochotakashima,District_Narutochotosadomariura,District_Oasachobando,District_Oasachohagiwara,District_Oasachohimeda,District_Oasachohinoki,District_Oasachoichiba,District_Oasachoikenotani,District_Oasachomatsumura,District_Oasachonishiumazume,District_Oasachoootani,District_Oasachotakabatake,District_Otsuchodaiko,District_Otsuchokizuno,District_Otsuchoooshiro,District_Otsuchotokunaga,District_Otsuchoyagura,District_Otsuchoyoshinaga,District_Satourachoawazu,District_Satourachosatoura,District_Setochoakinokami,District_Setochodonoura,District_Setochokitadomari,Nearest_Station_Awakawabata,Nearest_Station_Awaotani,Nearest_Station_Bando,Nearest_Station_Ikenotani,Nearest_Station_Konpiramae,Nearest_Station_Kyokaimae,Nearest_Station_Muya,Nearest_Station_Naruto,Nearest_Station_Shozui,Nearest_Station_Tatsumichi,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Commercial Zone,City Planning_Exclusively Industrial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
