,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Hokkaido,Municipality_Ishikari City,District_Bannaguro,District_Bannaguro2jo,District_Bannaguro3jo,District_Bannaguro4jo,District_Bentencho,District_Hachiman,District_Hanakawahigashi,District_Hanakawahigashi1jo,District_Hanakawahigashi2jo,District_Hanakawakita1jo,District_Hanakawakita2jo,District_Hanakawakita3jo,District_Hanakawakita4jo,District_Hanakawakita5jo,District_Hanakawakita6jo,District_Hanakawaminami10jo,District_Hanakawaminami1jo,District_Hanakawaminami2jo,District_Hanakawaminami3jo,District_Hanakawaminami4jo,District_Hanakawaminami5jo,District_Hanakawaminami6jo,District_Hanakawaminami7jo,District_Hanakawaminami8jo,District_Hanakawaminami9jo,District_Midorigahara,District_Oyafunecho,District_Oyafunehigashi1jo,District_Oyafunehigashi2jo,District_Oyafunehigashi3jo,District_Oyafuru,District_Ryokuendaihigashi1jo,District_Ryokuendaihigashi2jo,District_Ryokuendaihigashi3jo,District_Tarukawa,District_Tarukawa3jo,District_Tarukawa4jo,District_Tarukawa5jo,District_Tarukawa7jo,District_Tarukawa8jo,District_Tarukawa9jo,District_Yokomachi,Nearest_Station_Asabu,Nearest_Station_None,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including special circumstances,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
