,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Fukuoka Prefecture,"Municipality_Yahatanishi Ward,Kitakyushu City",District_Aioicho,District_Anoo,District_Aoyama,District_Asakawa,District_Asakawadai,District_Asakawagakuendai,District_Besshomachi,District_Bettomachi,District_Chaurimachi,District_Chiyogasaki,District_Einomaru,District_Einomaruhigashimachi,District_Fujita,District_Fujiwara,District_Hagiwara,District_Higashikambaramachi,District_Higashinarumizu,District_Higashiojimachi,District_Hikino,District_Hiyoshidai,District_Honjo,District_Honjogakkendai,District_Honjohigashi,District_Ichinose,District_Iseigaoka,District_Jin-yama,District_Jinnoharu,District_Katsukichuo,District_Kishinoura,District_Kitatakamimachi,District_Kobai,District_Kogasakimachi,District_Komyo,District_Kosagidamachi,District_Koyanose,District_Kumade,District_Kumanishi,District_Kurosaki,District_Kusunoki,District_Kyoragimachi,District_Machikojakunishi,District_Maruomachi,District_Miharamachi,District_Minamiojimachi,District_Minamitakamimachi,District_Minamiyachiyomachi,District_Morishitamachi,District_Nakasu,District_Nishinarumizu,District_Nishiojimachi,District_Norimatsu,District_Norimatsuhigashi,District_Ohiraki,District_Okadamachi,District_Okita,District_Orio,District_Oura,District_Rikimarumachi,District_Sainokami,District_Sangamori,District_Satonaka,District_Seita,District_Shimokojaku,District_Sugawaramachi,District_Takanosu,District_Takesue,District_Tetsuo,District_Tetsuryu,District_Tochiku,District_Tomoda,District_Tsutsuimachi,District_Wakaba,District_Yachiyomachi,District_Yamaderamachi,District_Yatsue,Nearest_Station_Ano,Nearest_Station_Chikuhokatsuki,Nearest_Station_Einomaru,Nearest_Station_Futajima,Nearest_Station_Hagiwara (Fukuoka),Nearest_Station_Honjo,Nearest_Station_Imaike (Fukuoka),Nearest_Station_Jinnoharu,Nearest_Station_Koyanose,Nearest_Station_Kumanishi,Nearest_Station_Kurosaki,Nearest_Station_Morishita (Fukuoka),Nearest_Station_Nishiyama (Fukuoka),Nearest_Station_Nogata,Nearest_Station_Orio,Nearest_Station_Sangamori,Nearest_Station_Shinkoyanose,Nearest_Station_Yahata (Fukuoka),Layout_1DK,Layout_1K,Layout_1LDK,Layout_1LDK+S,Layout_1R,Layout_2DK,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3LDK,Layout_4DK,Layout_4LDK,Layout_5DK,Layout_5LDK,Layout_Open Floor,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings of real estate that includes wound etc.,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
