,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Tokyo,Municipality_Fuchu City,District_Asahicho,District_Bubaicho,District_Fuchucho,District_Hachimancho,District_Harumicho,District_Hommachi,District_Honshukucho,District_Katamachi,District_Kitayamacho,District_Koremasa,District_Kotobukicho,District_Koyanagicho,District_Midoricho,District_Minamicho,District_Miyamachi,District_Miyanishicho,District_Miyoshicho,District_Momijigaoka,District_Musashidai,District_Nikkocho,District_Nishifucho,District_Nishiharacho,District_Nisshincho,District_Oshitatecho,District_Saiwaicho,District_Sakaecho,District_Sengencho,District_Shimizugaoka,District_Shimmachi,District_Shiraitodai,District_Sumiyoshicho,District_Tenjincho,District_Toshibacho,District_Wakamatsucho,District_Yazakicho,District_Yotsuya,Nearest_Station_Bubaigawara,Nearest_Station_Fuchu (Tokyo),Nearest_Station_Fuchuhonmachi,Nearest_Station_Fuchukeibaseimonmae,Nearest_Station_Fuda,Nearest_Station_Higashifuchu,Nearest_Station_Inagi,Nearest_Station_Kitafuchu,Nearest_Station_Kokubunji,Nearest_Station_Kokuryo,Nearest_Station_Koremasa,Nearest_Station_Kunitachi,Nearest_Station_Kyoteijomae,Nearest_Station_Musashikoganei,Nearest_Station_Musashinodai,Nearest_Station_Nakagawara,Nearest_Station_Nishifu,Nearest_Station_Nishikokubunji,Nearest_Station_Shiraitodai,Nearest_Station_Tama,Nearest_Station_Tamagawa,Nearest_Station_Tamareien,Nearest_Station_Tobitakyu,Nearest_Station_Yaho,Layout_1DK,Layout_1K,Layout_1LDK,Layout_1LDK+S,Layout_1R,Layout_2DK,Layout_2DK+S,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3LDK,Layout_3LDK+S,Layout_4LDK,Layout_5LDK,Layout_Open Floor,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Exclusively Industrial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
