,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Shiga Prefecture,Municipality_Moriyama City,District_Akanoicho,District_Amuracho,District_Aramicho,District_Chishirocho,District_Daimoncho,District_Emmadocho,District_Fukecho,District_Furutakacho,District_Futamachicho,District_Harimadacho,District_Hoshikacho,District_Imahamacho,District_Imaichicho,District_Imajuku,District_Isecho,District_Ishidacho,District_Juniricho,District_Kanegamoricho,District_Kasaharacho,District_Katsube,District_Katsubecho,District_Kawatacho,District_Kojimacho,District_Konohamacho,District_Miyakecho,District_Mizuhocho,District_Moriyama,District_Moriyamacho,District_Nakacho,District_Obayashicho,District_Okacho,District_Sazukawacho,District_Shimonogo,District_Shimonogocho,District_Sumotocho,District_Tateiricho,District_Tatsutacho,District_Umedacho,District_Yajimacho,District_Yamagacho,District_Yokoecho,District_Yoshimi,Nearest_Station_Katata,Nearest_Station_Moriyama (Shiga),Nearest_Station_Ritto,Nearest_Station_Yasu,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
