,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Kumamoto Prefecture,Municipality_Tamana City,District_Akimaru,District_Anrakuji,District_Aoki,District_Aono,District_Eitokuji,District_Hanegi,District_Ikurakitakata,District_Ikuraminamikata,District_Iwasaki,District_Kamenoko,District_Kitamuta,District_Matsuki,District_Miyabaru,District_Mukozuru,District_Naka,District_Nakao,District_Nameishi,District_Ohamamachi,District_Okura,District_Onojiri,District_Rokuta,District_Ryohazama,District_Ryuganji,District_Shimo,District_Taimeimachihamada,District_Taimeimachijo,District_Taimeimachikoga,District_Taimeimachinabe,District_Taimeimachinakado,District_Taimeimachinoguchi,District_Taimeimachiogizaki,District_Taimeimachionoshimo,District_Taimeimachisaishoji,District_Taimeimachishimomaebara,District_Taimeimachishimookinosu,District_Taimeimachishoyama,District_Taimeimachitakamichi,District_Taimeimachiyamashita,District_Takase,District_Tamana,District_Tasaki,District_Terada,District_Tominoo,District_Tsuiji,District_Yamada,Nearest_Station_Higoikura,Nearest_Station_Konoha,Nearest_Station_None,Nearest_Station_Onoshimo,Nearest_Station_Tamana,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings including valueless house,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
