,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Niigata Prefecture,Municipality_Minamiuonuma City,District_Azechishinden,District_Fujihara,District_Futsukamachi,District_Hara,District_Higashiizumida,District_Hitomurao,District_Ichinoe,District_Ishiuchi,District_Itsukamachi,District_Iwasaki,District_Kamihara,District_Kamihitoichi,District_Kamitookamachi,District_Katata,District_Kawakubo,District_Kimigaeri,District_Kimizawa,District_Koguriyama,District_Kokonokamachi,District_Kurotsuchi,District_Kurotsuchishinden,District_Kyooka,District_Maiko,District_Manjoshinden,District_Minamitanaka,District_Misashima,District_Miya,District_Miyanoshita,District_Mizuo,District_Mizuoshinden,District_Mokuraiden,District_Monzen,District_Muikamachi,District_Myoonji,District_Nagamori,District_Nagasaki,District_Naka,District_Nakagawa,District_Nakano,District_Nishiizumida,District_Okiroku,District_Oku,District_Osaki,District_Osawa,District_Ozuki,District_Sakado,District_Seki,District_Senjoji,District_Shimohara,District_Shiozawa,District_Shitoka,District_Takemata,District_Tazaki,District_Terao,District_Tsukuno,District_Tsukunokamishinden,District_Ubashimashinden,District_Urasa,District_Utsunoshinden,District_Uwano,District_Yokawa,District_Yoshiyamashinden,District_Yoshizato,Nearest_Station_Ishiuchi,Nearest_Station_Itsukamachi,Nearest_Station_Muikamachi,Nearest_Station_Osawa (Niigata),Nearest_Station_Shiozawa,Nearest_Station_Uonumakyuryo,Nearest_Station_Urasa,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
