,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Tochigi Prefecture,Municipality_Nikko City,District_Aioicho,District_Choka,District_Chuguushi,District_Chuocho,District_Dosawa,District_Fubasamimachi,District_Fujihara,District_Gokomachi,District_Hanaishicho,District_Hangakimen,District_Harigai,District_Hiragasaki,District_Honcho,District_Hosoomachi,District_Imaichi,District_Imaichihoncho,District_Inarimachi,District_Inokura,District_Ishiyamachi,District_Itabashi,District_Izumi,District_Karakura,District_Kawamuro,District_Kichisawa,District_Kinugawaonsen-ohara,District_Kinugawaonsentaki,District_Kiwadashima,District_Kiyotakiarasawamachi,District_Kogura,District_Kosagoe,District_Koshiro,District_Kujiramachi,District_Kuragasaki,District_Kuragasakishinden,District_Kuribara,District_Matsubaracho,District_Moritomo,District_Muroze,District_Myojin,District_Namikicho,District_Nemuro,District_Nikko,District_Noguchi,District_Okuwamachi,District_Omuro,District_Osawamachi,District_Otorozawa,District_Segawa,District_Sembongi,District_Senoo,District_Serinuma,District_Shichiri,District_Shimohatsuishimachi,District_Shimonouchi,District_Shionomuromachi,District_Takatoku,District_Takumicho,District_Tanze,District_Todoroku,District_Tokorono,District_Towacho,District_Toyoda,District_Usuizawa,District_Wakasugicho,District_Yamaguchi,District_Yanokuchi,Nearest_Station_Daiyamuko,Nearest_Station_Fubasami,Nearest_Station_Imaichi,Nearest_Station_Kamiimaichi,Nearest_Station_Kinugawakoen,Nearest_Station_Kinugawaonsen,Nearest_Station_Kosagoe,Nearest_Station_Myojin,Nearest_Station_Nikko,Nearest_Station_None,Nearest_Station_Okuwa (Tochigi),Nearest_Station_Ryuokyo,Nearest_Station_Shimogoshiro,Nearest_Station_Shimoimaichi,Nearest_Station_Shimotsukeosawa,Nearest_Station_Shinfujiwara,Nearest_Station_Shintakatoku,Nearest_Station_Tobunikko,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Exclusively Industrial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-city Planning Area,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
