,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Fukuoka Prefecture,Municipality_Munakata City,District_Akama,District_Akamaekimae,District_Aobadai,District_Asamachi,District_Asano,District_Byodoji,District_Eguchi,District_Fujiwara,District_Harumachi,District_Hayama,District_Hikarigaoka,District_Hinosato,District_Hirai,District_Ikeda,District_Ikeura,District_Inamoto,District_Ishimaru,District_Izumigaoka,District_Jiyuugaoka,District_Jiyuugaokaminami,District_Jiyuugaokanishimachi,District_Joseigaoka,District_Kanezaki,District_Kato,District_Koendori,District_Kojo,District_Konominato,District_Koryodai,District_Kubara,District_Kurieito,District_Magari,District_Midorimachi,District_Mikura,District_Mitsuoka,District_Miyata,District_Mutajiri,District_Nagori,District_Obidai,District_Obu,District_Obumachi,District_Oi,District_Oidai,District_Oiminami,District_Otani,District_Ryogenji,District_Saburomaru,District_Sakaemachi,District_Sakura,District_Shoyodai,District_Sue,District_Taguma,District_Takemaru,District_Taku,District_Tano,District_Tashima,District_Tempyodai,District_Togo,District_Tokushige,District_Tsuchiana,District_Wakamidai,District_Yoshidome,Nearest_Station_Akama,Nearest_Station_Fukuma,Nearest_Station_Kyoikudaimae,Nearest_Station_Togo,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Outside City Planning Area,City Planning_Quasi-city Planning Area,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
