,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Nagano Prefecture,Municipality_Komoro City,District_Aioicho,District_Akasaka,District_Hachimancho,District_Hei,District_Hommachi,District_Ichimachi,District_Kamasu,District_Ki,District_Ko,District_Kojo,District_Kon-yamachi,District_Matsui,District_Minamicho,District_Mitsuwa,District_Miyukicho,District_Oaza Hachiman,District_Oaza Hirahara,District_Oaza Hishidaira,District_Oaza Ichi,District_Oaza Kamasu,District_Oaza Kashiwagi,District_Oaza Mikageshinden,District_Oaza Mimitori,District_Oaza Moriyama,District_Oaza Moro,District_Oaza Nishibara,District_Oaza Okubo,District_Oaza Shigenoko,District_Oaza Shiono,District_Oaza Takibara,District_Oaza Wada,District_Oaza Yamaura,District_Ote,District_Otome,District_Otsu,District_Rokku,District_Ryojin,District_Shinonome,District_Tamachi,District_Tsurumaki,District_Yoramachi,Nearest_Station_Higashikomoro,Nearest_Station_Hirahara,Nearest_Station_Komoro,Nearest_Station_Misato,Nearest_Station_Mitsuoka,Nearest_Station_Nakasato,Nearest_Station_Otome,Nearest_Station_Shigeno,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,"Transactional factors_Dealings of adjacent land,Dealings in which auction or arbiter participates",Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
