,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Niigata Prefecture,"Municipality_Nishikan Ward,Niigata City",District_Akasabi,District_Ban-ya,District_Echizenhama,District_Endo,District_Fukui,District_Fukujima,District_Funato,District_Gokahama,District_Gonokami,District_Hagayaba,District_Hataya,District_Higashikoyoshi,District_Hiso,District_Horiyamashinden,District_Hyouemonshinden,District_Ibarajima,District_Ishize,District_Iwamuroonsen,District_Kaigara,District_Kakudahama,District_Kamikijima,District_Kamikoyoshi,District_Kataurashin,District_Kawai,District_Kawasaki,District_Koma,District_Kumagai,District_Maki,District_Makijima,District_Masugata,District_Masuoka,District_Matsunoo,District_Matsuyama,District_Maze,District_Mineoka,District_Misato,District_Mitsukado,District_Nagaba,District_Nakanokuchi,District_Natsui,District_Nika,District_Ohara,District_Oshitsuke,District_Ozone,District_Sakae,District_Shimbo,District_Shimoyama,District_Shirotori,District_Sone,District_Suzuki,District_Takenomachi,District_Tenjikudo,District_Tojima,District_Uchikoshi,District_Urushiyama,District_Wano,District_Warimae,District_Washinoki,District_Yamaguchishinden,District_Yokodo,Nearest_Station_Echigoakatsuka,Nearest_Station_Echigosone,Nearest_Station_Iwamuro,Nearest_Station_Maki,Nearest_Station_Tsubame,Nearest_Station_Tsubamesanjo,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Outside City Planning Area,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,"Transactional factors_Dealings of adjacent land,Dealings in which auction or arbiter participates",Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
