,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Fukuoka Prefecture,"Municipality_Shime Town,Kasuya County",District_Befu,District_Befuhigashi,District_Befukita,District_Befunishi,District_Higashikoendai,District_Ishibashidai,District_Katamine,District_Kataminechuo,District_Minamizato,District_Mitarai,District_Mukaigaoka,District_Oaza Befu,District_Oaza Minamizato,District_Oaza Shime,District_Oaza Tadomi,District_Oaza Yoshihara,District_Oji,District_Sakuragaoka,District_Shime,District_Shimechuo,District_Shimehigashi,District_Tadomi,Nearest_Station_Fukuokakuko,Nearest_Station_Hakata,Nearest_Station_Sakado,Nearest_Station_Sasabaru,Nearest_Station_Sue,Nearest_Station_Suechuo,Nearest_Station_Umi,Nearest_Station_Yusu,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
