,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Fukui Prefecture,Municipality_Obama City,District_Aoi,District_Chigusa,District_Ekimaecho,District_Fukutani,District_Fushiwara,District_Haga,District_Hirano,District_Horiyashiki,District_Ichibancho,District_Igomori,District_Jonai,District_Kitashioya,District_Kizaki,District_Kogasaki,District_Kokubu,District_Matsugasaki,District_Minamigawacho,District_Mizutori,District_Obamaasama,District_Obamaasuka,District_Obamaimamiya,District_Obamakashima,District_Obamakifune,District_Obamasakai,District_Obamashiogama,District_Obamashiratori,District_Obamasumiyoshi,District_Obamasuzuka,District_Obamatamamae,District_Obamatsushima,District_Onyu,District_Otecho,District_Ozaki,District_Ryuzen,District_Sannomae,District_Shinkomatsubara,District_Tada,District_Takatsuka,District_Toichiba,District_Ueno,District_Umpin,District_Wakuri,District_Yamate,District_Yotsuyacho,District_Yunooka,Nearest_Station_Higashiobama,Nearest_Station_Obama,Nearest_Station_Shinhirano,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
