,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Okinawa Prefecture,Municipality_Okinawa City,District_Ageda,District_Awase,District_Aza Matsumoto,District_Aza Misato,District_Aza Noborikawa,District_Aza Ozato,District_Aza Tobaru,District_Chibana,District_Chuo,District_Goeku,District_Goya,District_Hiyagon,District_Ikehara,District_Kaiho,District_Kamara,District_Koja,District_Kubota,District_Matsumoto,District_Mihara,District_Minamitobaru,District_Misato,District_Miyazato,District_Moromizato,District_Murokawa,District_Nakasonecho,District_Noborikawa,District_Ozato,District_Sonoda,District_Sumiyoshi,District_Takahara,District_Teruya,District_Tobaru,District_Uechi,District_Yaejima,District_Yamauchi,District_Yamazato,District_Yogi,Nearest_Station_None,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-city Planning Area,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
