,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Chiba Prefecture,"Municipality_Chuo Ward,Chiba City",District_Akaicho,District_Aobacho,District_Asahicho,District_Benten,District_Chibaderacho,District_Chuo,District_Daiganjicho,District_Dezuminato,District_Dojokita,District_Dojominami,District_Fujimi,District_Hamanocho,District_Hanawacho,District_Higashichiba,District_Higashihoncho,District_Honchibacho,District_Honcho,District_Hoshigukicho,District_Ichibacho,District_Imai,District_Imaicho,District_Inaricho,District_Innai,District_Inohana,District_Kameicho,District_Kameokacho,District_Kanamecho,District_Kasuga,District_Katsuragi,District_Kawadocho,District_Matsugaokacho,District_Matsunami,District_Minamicho,District_Minamioyumicho,District_Minatocho,District_Miyakocho,District_Miyazaki,District_Miyazakicho,District_Muratacho,District_Nagazu,District_Nitonacho,District_Nobuto,District_Omoricho,District_Oyumicho,District_Sakaecho,District_Samugawacho,District_Shimmeicho,District_Shinchiba,District_Shindencho,District_Shinjuku,District_Shiodacho,District_Shiomigaokacho,District_Shirahata,District_Soga,District_Sogacho,District_Suehiro,District_Ton-yacho,District_Tsubakimori,District_Tsurusawacho,District_Unomoricho,District_Wakakusa,District_Yahagicho,District_Yuuko,Nearest_Station_Chiba,Nearest_Station_Chibadera,Nearest_Station_Chibakoen,Nearest_Station_Chibaminato,Nearest_Station_Gakuenmae (Chiba),Nearest_Station_Hamano,Nearest_Station_Higashichiba,Nearest_Station_Honchiba,Nearest_Station_Kamatori,Nearest_Station_Nishichiba,Nearest_Station_Nishinobuto,Nearest_Station_Omoridai,Nearest_Station_Sakusabe,Nearest_Station_Shinchiba,Nearest_Station_Soga,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Exclusively Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,"Transactional factors_Dealings between related objects,Dealings including private road",Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,"Transactional factors_Dealings of adjacent land,Dealings including private road",Transactional factors_None,Region_Commercial Area,Region_Potential Residential Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
