,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Yamagata Prefecture,Municipality_Yonezawa City,District_Aioicho,District_Azumacho,District_Banseicho,District_Bukiyashikimachi,District_Chuo,District_Ekimae,District_Fukudamachi,District_Furushidamachi,District_Gobyo,District_Hanazawacho,District_Higashi,District_Higashiodori,District_Honcho,District_Horikawacho,District_Izumimachi,District_Johoku,District_Jonan,District_Josei,District_Kanaike,District_Kasuga,District_Kibamachi,District_Kubotamachi,District_Marunouchi,District_Matsugasaki,District_Montomachi,District_Nakadamachi,District_Naoecho,District_Narushimamachi,District_Nishiodori,District_Oaza Asagawa,District_Oaza Azusagawa,District_Oaza Hanazawa,District_Oaza Hosemmachi,District_Oaza Kawai,District_Oaza Kuchitazawa,District_Oaza Minamiharayokoborimachi,District_Oaza Misawa,District_Oaza Nagate,District_Oaza Sasano,District_Oaza Sekine,District_Oaza Shimoniida,District_Oaza Sumomoyama,District_Omachi,District_Otamachi,District_Rinsenji,District_Sasanohoncho,District_Sasanomachi,District_Shimohanazawa,District_Shinobumachi,District_Shioimachi,District_Shobutsumachi,District_Suginomemachi,District_Tateyama,District_Tateyamayagomachi,District_Tokumachi,District_Toorimachi,District_Tooyamamachi,District_Yarai,Nearest_Station_Minamiyonezawa,Nearest_Station_Narushima (Yamagata),Nearest_Station_Nishiyonezawa,Nearest_Station_Oitama,Nearest_Station_Sekine,Nearest_Station_Yamagata,Nearest_Station_Yonezawa,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,Transactional factors_Dealings between related objects,"Transactional factors_Dealings between related objects,Dealings including special circumstances",Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
