,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Gunma Prefecture,Municipality_Annaka City,District_Akimaminorigaoka,District_Annaka,District_Furuya,District_Gobara,District_Haraichi,District_Higashikamiakima,District_Higashikamiisobe,District_Isobe,District_Itahana,District_Iwai,District_Kamigokan,District_Kamimanita,District_Kobetto,District_Matsuidamachigoryo,District_Matsuidamachihitomi,District_Matsuidamachimatsuida,District_Matsuidamachiniibori,District_Matsuidamachinikenzaike,District_Matsuidamachisakamoto,District_Matsuidamachitakanashi,District_Matsuidamachiyashiro,District_Matsuidamachiyokokawa,District_Mine,District_Nakaakima,District_Nakagokan,District_Nakajuku,District_Nakanoya,District_Nodono,District_Otake,District_Saginomiya,District_Shimoakima,District_Shimogokan,District_Yanase,Nearest_Station_Annaka,Nearest_Station_Annakaharuna,Nearest_Station_Gunmayawata,Nearest_Station_Ichishiro,Nearest_Station_Isobe (Gunma),Nearest_Station_Matsuida,Nearest_Station_Nishimatsuida,Nearest_Station_Yokokawa (Gunma),City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
