,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Fukuoka Prefecture,Municipality_Chikushino City,District_Chikushiekimaedoori,District_Futsukaichichuo,District_Futsukaichikita,District_Futsukaichiminami,District_Futsukaichinishi,District_Harisurichuo,District_Harisurihigashi,District_Harisurikita,District_Harisuriminami,District_Harisurinishi,District_Haruda,District_Hikarigaoka,District_Ishizaki,District_Kamikoga,District_Misaki,District_Murasaki,District_Musashi,District_Musashigaoka,District_Oaza Amayama,District_Oaza Ashiki,District_Oaza Byodoji,District_Oaza Chikushi,District_Oaza Haru,District_Oaza Haruda,District_Oaza Kamikoga,District_Oaza Koga,District_Oaza Nagaoka,District_Oaza Nishioda,District_Oaza Oishi,District_Oaza Shitami,District_Oaza Tsunematsu,District_Oaza Ushijima,District_Oaza Wakae,District_Oaza Yamae,District_Oaza Yamaguchi,District_Oaza Yoshiki,District_Okada,District_Sakuradai,District_Sugizuka,District_Tempaizaka,District_Tonoharuhigashi,District_Tonoharuminami,District_Tonoharunishi,District_Utsukushigaokakita,District_Utsukushigaokaminami,District_Yumachi,District_Zokumyoin,Nearest_Station_Asakuragaido,Nearest_Station_Chikushi,Nearest_Station_Chikuzen-yamae,Nearest_Station_Dazaifu,Nearest_Station_Futsukaichi,Nearest_Station_Haruda (Fukuoka),Nearest_Station_Hatama,Nearest_Station_Murasaki,Nearest_Station_Nishitetsufutsukaichi,Nearest_Station_Sakuradai (Fukuoka),Nearest_Station_Tenpaizan,Nearest_Station_Tofuromae,Nearest_Station_Tofurominami,Nearest_Station_Tsuko,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Outside City Planning Area,City Planning_Quasi-city Planning Area,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
