,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Aichi Prefecture,Municipality_Aisai City,District_Akamecho,District_Enishicho,District_Fuchidakacho,District_Fujigasecho,District_Futagocho,District_Hayaocho,District_Higashihocho,District_Higashijocho,District_Hikicho,District_Hombudacho,District_Inabacho,District_Iwashiecho,District_Kitagotacho,District_Kitaishikicho,District_Komoicho,District_Kosecho,District_Kusahiracho,District_Machikatacho,District_Minamigotacho,District_Miyajicho,District_Morikawacho,District_Morokuwacho,District_Motoakamecho,District_Motsuchucho,District_Nedakacho,District_Nishihocho,District_Nishijocho,District_Nishikawabatacho,District_Oicho,District_Onocho,District_Onoyamacho,District_Ozucho,District_Saoricho,District_Sayacho,District_Shimohigashigawacho,District_Shimoishikicho,District_Shobatacho,District_Suecho,District_Suwacho,District_Suzugamoricho,District_Takabacho,District_Takabatacho,District_Tateishicho,District_Tatsudacho,District_Uchizayacho,District_Utasucho,District_Yamajicho,District_Yotsuecho,District_Yugicho,District_Zentashindencho,Nearest_Station_Aotsuka,Nearest_Station_Eiwa,Nearest_Station_Fuchidaka,Nearest_Station_Fujinami,Nearest_Station_Gonosan,Nearest_Station_Hibino (Meitetsu),Nearest_Station_Machikata,Nearest_Station_Marubuchi,Nearest_Station_Rokuwa,Nearest_Station_Sakogi,Nearest_Station_Saya,Nearest_Station_Shobata,Nearest_Station_Tomiyoshi,Nearest_Station_Tsushima,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Residential Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Potential Residential Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
