,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Ishikawa Prefecture,Municipality_Nanao City,District_Aioicho,District_Aobadaimachi,District_Chinomachi,District_Esomachi,District_Fuchumachi,District_Fujihashimachi,District_Fujinomachi,District_Furukomachi,District_Ikezakimachi,District_Ikomacho,District_Ipponsugimachi,District_Ishizakimachi,District_Ishizakimachikashima,District_Kajimachi,District_Kamifuchumachi,District_Kojimamachi,District_Kokubumachi,District_Komaruyamadai,District_Koorimachi,District_Kotobukicho,District_Koyodai,District_Mangyomachi,District_Manimachi,District_Matsutomachi,District_Minamifujihashimachi,District_Minamigaokamachi,District_Minatocho,District_Motofuchumachi,District_Naginoura,District_Nishifujihashimachi,District_Otashimmachi,District_Sakaemachi,District_Sakujimachi,District_Sakuramachi,District_Samimachi,District_Sannomachi,District_Shimmeicho,District_Shimomachi,District_Shiroumamachi,District_Showamachi,District_Sodegaecho,District_Sohamamachi,District_Tokiwamachi,District_Tokoroguchimachi,District_Tomiokacho,District_Tsumugimachi,District_Tsutsujigahama,District_Umadashimachi,District_Uomachi,District_Ushirobatakemachi,District_Wakabayashimachi,District_Wakuramachi,District_Wakuramachihibari,District_Yamatomachi,District_Yatamachi,District_Yatashimmachi,District_Yawatamachi,Nearest_Station_Nanao,Nearest_Station_None,Nearest_Station_Tazuruhama,Nearest_Station_Tokuda (Ishikawa),Nearest_Station_Wakuraonsen,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Exclusively Industrial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_Dealings of real estate that includes wound etc.,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
