,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Hyogo Prefecture,Municipality_Minamiawaji City,District_Amahigashimachi,District_Amanishimachi,District_Amashimomachi,District_Amashioyamachi,District_Anaga,District_Anagashichigawa,District_Chujochukin,District_Enamikamihada,District_Enamikoenami,District_Enamimatsuda,District_Enamioenami,District_Enamishimohada,District_Fukura,District_Hirotahirota,District_Hirotanakasuji,District_Ichiaoki,District_Ichifukunaga,District_Ichiichi,District_Ichijuitsukasho,District_Ichioi,District_Ichisanjo,District_Ichizenkoji,District_Jindaijitoho,District_Jindaikokuga,District_Kashu,District_Kashufukui,District_Kashunota,District_Kashuseigo,District_Kashutategawase,District_Kashuyahatakita,District_Kashuyahataminami,District_Kitaamaigano,District_Kitaamatsutsui,District_Matsuhoichida,District_Matsuhokeino,District_Matsuhokotsuro,District_Matsuhonishiji,District_Matsuhoshichigawa,District_Matsuhoshiohama,District_Minato,District_Minatosato,District_Nadahabu,District_Shichikita,District_Shichinakashima,District_Shichitatara,District_Shiomidai,District_Shitoorinagata,District_Shitoorishoda,District_Shitorijindo,District_Tsui,District_Yagiirita,District_Yagijinai,District_Yagitorii,District_Yagiyogikami,District_Yamazoe,Nearest_Station_None,City Planning_Category I Residential Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-city Planning Area,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
