,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Chiba Prefecture,Municipality_Ichikawa City,District_Ainokawa,District_Arai,District_Baraki,District_Bokkemachi,District_Fukuei,District_Futamata,District_Gyotokuekimae,District_Higashikokubun,District_Higashiowada,District_Higashisugano,District_Hinode,District_Hirata,District_Hiroo,District_Hongyotoku,District_Honshio,District_Horinouchi,District_Ichikawa,District_Ichikawaminami,District_Irifune,District_Isejuku,District_Kakemama,District_Kandori,District_Kashiwaimachi,District_Katoshinden,District_Kitakata,District_Kitakokubun,District_Konodai,District_Koya,District_Mama,District_Minamigyotoku,District_Minamiono,District_Minamiyawata,District_Minato,District_Minatoshinden,District_Miyakubo,District_Motokitakata,District_Myoden,District_Nakayama,District_Niihama,District_Omachi,District_Onigoe,District_Onitaka,District_Onomachi,District_Osu,District_Owada,District_Saiwai,District_Sekigashima,District_Shimajiri,District_Shinden,District_Shiohama,District_Shioyaki,District_Soya,District_Suehiro,District_Sugano,District_Tajiri,District_Takara,District_Tomihama,District_Yawata,Nearest_Station_Akiyama,Nearest_Station_Barakinakayama,Nearest_Station_Funabashi,Nearest_Station_Funabashihoten,Nearest_Station_Gyotoku,Nearest_Station_Ichikawa,Nearest_Station_Ichikawamama,Nearest_Station_Ichikawaono,Nearest_Station_Ichikawashiohama,Nearest_Station_Keiseinakayama,Nearest_Station_Keiseiyawata,Nearest_Station_Kitakokubun,Nearest_Station_Konodai,Nearest_Station_Matsuhidai,Nearest_Station_Minamigyotoku,Nearest_Station_Motoyawata,Nearest_Station_Myoden,Nearest_Station_Nishifunabashi,Nearest_Station_None,Nearest_Station_Omachi (Chiba),Nearest_Station_Onigoe,Nearest_Station_Shimousanakayama,Nearest_Station_Shin-urayasu,Nearest_Station_Sugano,Nearest_Station_Urayasu (Chiba),Nearest_Station_Yagiri,Layout_1DK,Layout_1K,Layout_1LDK,Layout_1LDK+S,Layout_1R,Layout_2DK,Layout_2DK+S,Layout_2K,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3DK+S,Layout_3K,Layout_3LDK,Layout_3LDK+S,Layout_4DK,Layout_4LDK,Layout_4LDK+S,Layout_Open Floor,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Exclusively Industrial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including special circumstances,Transactional factors_Dealings of real estate that includes wound etc.,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
