,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Kyoto Prefecture,"Municipality_Kamigyo Ward,Kyoto City",District_Churitsu Gakku,District_Demizu Gakku,District_Juraku Gakku,District_Karaku Gakku,District_Kasuga Gakku,District_Kenryu Gakku,District_Kyogoku Gakku,District_Muromachi Gakku,District_Ninna Gakku,District_Nishijin Gakku,District_Ogawa Gakku,District_Seiitsu Gakku,District_Seishin Gakku,District_Shigeno Gakku,District_Shoran Gakku,District_Taiken Gakku,District_Toen Gakku,Nearest_Station_Demachiyanagi,Nearest_Station_Enmachi,Nearest_Station_Imadegawa,Nearest_Station_Jingumarutamachi,Nearest_Station_Kitanohakubaicho,Nearest_Station_Kitaoji,Nearest_Station_Kuramaguchi,Nearest_Station_Kyotoshiyakushomae,Nearest_Station_Marutamachi (Kyotoshiei),Nearest_Station_Nijo,Nearest_Station_Nijojomae,Nearest_Station_Shijo (Kyotoshiei),Layout_1DK,Layout_1K,Layout_1LDK,Layout_1R,Layout_2DK,Layout_2DK+S,Layout_2K,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3K,Layout_3LDK,Layout_3LDK+S,Layout_4DK,Layout_4DK+S,Layout_4K,Layout_4LDK,Layout_5DK,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
