,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Fukuoka Prefecture,"Municipality_Kokurakita Ward,Kitakyushu City",District_Adachi,District_Akasaka,District_Aoba,District_Asahigaoka,District_Ashihara,District_Bashaku,District_Bentemmachi,District_Daimon,District_Enamicho,District_Haramachi,District_Hiagari,District_Higashishinozaki,District_Ibori,District_Itabitsumachi,District_Izumidai,District_Jonai,District_Juzancho,District_Kamiitozu,District_Kamitomino,District_Kanada,District_Kantake,District_Katano,District_Katanoshimmachi,District_Kawaraguchi,District_Kimachi,District_Kinkeicho,District_Kirigaoka,District_Kiyomizu,District_Kogane,District_Kumagai,District_Kumamoto,District_Kurobaru,District_Kurozumicho,District_Manazuru,District_Meiwamachi,District_Midorigaoka,District_Mihagino,District_Miyako,District_Muromachi,District_Nakai,District_Nakatsuguchi,District_Oaza Tomino,District_Obatake,District_Otamachi,District_Otemachi,District_Saburomaru,District_Sarayamamachi,District_Shigezumi,District_Shimoitozu,District_Shinkocho,District_Shinozaki,District_Shiragane,District_Shirahagimachi,District_Showamachi,District_Sugamachi,District_Sunatsu,District_Takaminecho,District_Tamachi,District_Tatemachi,District_Usamachi,District_Wakafujicho,District_Yoshinomachi,Nearest_Station_Abeyamakoen,Nearest_Station_Heiwadori,Nearest_Station_Jono (JR),Nearest_Station_Jono (Kitakyushu-monorail),Nearest_Station_Katano,Nearest_Station_Kawaraguchimihagino,Nearest_Station_Kokura (Fukuoka),Nearest_Station_Kyushukodaimae,Nearest_Station_Minamikokura,Nearest_Station_Nishikokura,Nearest_Station_None,Nearest_Station_Tanga,Nearest_Station_Tobata,Layout_1DK,Layout_1K,Layout_1LDK,Layout_1LDK+S,Layout_1R,Layout_2DK,Layout_2K,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3K,Layout_3LDK,Layout_3LDK+S,Layout_4DK,Layout_4K,Layout_4LDK,Layout_4LDK+S,Layout_5DK,Layout_5LDK,Layout_6DK,Layout_6LDK,Layout_Open Floor,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
