,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Shiga Prefecture,Municipality_Hikone City,District_Anjikinakamachi,District_Asahimachi,District_Bamba,District_Chuocho,District_Ekihigashicho,District_Furusawacho,District_Ginzacho,District_Gokurakujicho,District_Gosanjocho,District_Haracho,District_Hassakacho,District_Hattoricho,District_Hidacho,District_Higashinonamicho,District_Hikotomicho,District_Hinatsucho,District_Hiratacho,District_Hommachi,District_Horicho,District_Ikesucho,District_Inabecho,District_Inaecho,District_Inazatocho,District_Inukatacho,District_Ishideracho,District_Jizocho,District_Kaideimacho,District_Kaizecho,District_Kanazawacho,District_Kanrocho,District_Katayamacho,District_Kawara,District_Kawasebabacho,District_Kiyosakicho,District_Koizumicho,District_Konocho,District_Kyomachi,District_Matsubara,District_Matsubaracho,District_Minamikawasecho,District_Minamimitsuyacho,District_Mitsuyacho,District_Moridocho,District_Motookamachi,District_Nagasonecho,District_Nagasoneminamicho,District_Nakayabu,District_Nakayabucho,District_Nishiimacho,District_Nishinonamicho,District_Nishitsuzuramachi,District_Nodayamacho,District_Noguchicho,District_Noradacho,District_Nosecho,District_Oboricho,District_Okamachi,District_Oyabucho,District_Rendaijicho,District_Sakaemachi,District_Satonecho,District_Satsumacho,District_Sawacho,District_Sawayamacho,District_Seribashi,District_Serikawacho,District_Serimachi,District_Shimoinabacho,District_Shimonishigawacho,District_Shingaicho,District_Shingaihama,District_Shiromachi,District_Shobojicho,District_Sugoshicho,District_Tachibanacho,District_Taidocho,District_Takamiyacho,District_Takegahanacho,District_Tazukecho,District_Togacho,District_Tomachi,District_Toriimotocho,District_Tsuzuramachi,District_Uocho,District_Wadacho,District_Yamanowakicho,District_Yasukiyocho,Nearest_Station_Amago,Nearest_Station_Hikone,Nearest_Station_Hikoneguchi,Nearest_Station_Hikoneserikawa,Nearest_Station_Inae,Nearest_Station_Kawase,Nearest_Station_Minamihikone,Nearest_Station_Notogawa,Nearest_Station_Takamiya (Shiga),Nearest_Station_Toriimoto,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_Dealings including valueless house,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
