,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Osaka Prefecture,Municipality_Moriguchi City,District_Akatsukicho,District_Babacho,District_Beniyacho,District_Daimoncho,District_Dainichicho,District_Dainichihigashimachi,District_Doicho,District_Fumizonocho,District_Hashibahigashinocho,District_Hashibanishinocho,District_Higashimachi,District_Hiradaicho,District_Hiyoshicho,District_Hokutocho,District_Hyugacho,District_Iwaimachi,District_Jinaicho,District_Kajimachi,District_Kamikicho,District_Kaneshitacho,District_Kasugacho,District_Kawaharacho,District_Keihanhondoori,District_Keihankitahondoori,District_Kikusuidoori,District_Kindacho,District_Koharucho,District_Matsumachi,District_Midorimachi,District_Minamiterakatahigashidoori,District_Minamiterakatakitadoori,District_Minamiterakataminamidoori,District_Minamiterakatanakadoori,District_Nagaikecho,District_Nikkocho,District_Obacho,District_Oedahigashimachi,District_Oedakitamachi,District_Oedaminamimachi,District_Oedanishimachi,District_Okubocho,District_Omiyadoori,District_Saigodori,District_Sakuramachi,District_Sanaecho,District_Satahigashimachi,District_Satanakamachi,District_Satanishimachi,District_Shimojimacho,District_Shinhashideracho,District_Takasecho,District_Takemachi,District_Takiimotomachi,District_Takiinishimachi,District_Tatsutadoori,District_Terakatahondoori,District_Terakatamotomachi,District_Terakatanishikidoori,District_Todacho,District_Togodori,District_Tokocho,District_Toyohidecho,District_Umemachi,District_Umezonocho,District_Yagumohigashimachi,District_Yagumokitamachi,District_Yagumonakamachi,District_Yagumonishimachi,District_Yashimacho,District_Yodoecho,Nearest_Station_Dainichi,Nearest_Station_Doi,Nearest_Station_Furukawabashi,Nearest_Station_Kadomashi,Nearest_Station_Kayashima,Nearest_Station_Moriguchi,Nearest_Station_Moriguchishi,Nearest_Station_Nishisanso,Nearest_Station_Owada (Osaka),Nearest_Station_Senbayashi,Nearest_Station_Shimizu (Osaka Metro),Nearest_Station_Taishibashiimaichi,Nearest_Station_Takii,Nearest_Station_Tsurumiryokuchi,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Transactional factors_Dealings between related objects,"Transactional factors_Dealings between related objects,Dealings including private road",Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,"Transactional factors_Dealings of adjacent land,Dealings including private road",Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
