,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Saitama Prefecture,"Municipality_Sugito Town,Kitakatsushika County",District_Kuramatsu,District_Oaza Barajima,District_Oaza Byobu,District_Oaza Fukawa,District_Oaza Hongo,District_Oaza Kinokawa,District_Oaza Kizuuchi,District_Oaza Kuramatsu,District_Oaza Menuma,District_Oaza Miyamae,District_Oaza Motojima,District_Oaza Narabitsuka,District_Oaza Otsuka,District_Oaza Saiba,District_Oaza Sazaemon,District_Oaza Seiji,District_Oaza Shimono,District_Oaza Shimotakano,District_Oaza Sugito,District_Oaza Tsubaki,District_Oaza Tsutsumine,District_Oaza Washinosu,District_Seiji,District_Sugito,District_Takanodaihigashi,District_Takanodaiminami,District_Takanodainishi,District_Uchida,Nearest_Station_Higashiiwatsuki,Nearest_Station_Himemiya,Nearest_Station_Kasukabe,Nearest_Station_Kitakasukabe,Nearest_Station_Kuki,Nearest_Station_Minamisakurai (Saitama),Nearest_Station_Sugitotakanodai,Nearest_Station_Tobudobutsukoen,Nearest_Station_Wado,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Exclusively Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
