,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Fukuoka Prefecture,"Municipality_Moji Ward,Kitakyushu City",District_Dairihigashi,District_Dairihommachi,District_Dairimomoyamacho,District_Dairitonoue,District_Fujimatsu,District_Futamatsucho,District_Hamamachi,District_Haramachibetsuin,District_Higashihommachi,District_Higashiminatomachi,District_Higashimoji,District_Higashishimmachi,District_Hiroishi,District_Inazumi,District_Izumigaoka,District_Jinai,District_Kamimaiso,District_Kazashi,District_Kishi,District_Kitagawamachi,District_Kiyomi,District_Kiyotaki,District_Koganemachi,District_Komatsucho,District_Komorie,District_Kyumoji,District_Maruyama,District_Minatomachi,District_Nagaguro,District_Nagatani,District_Nakamachi,District_Nishikaigan,District_Nishishimmachi,District_Oimatsucho,District_Okubo,District_Shanoki,District_Shimomaiso,District_Shimonijitcho,District_Shinharamachi,District_Takada,District_Tanimachi,District_Tanoura,District_Umenokicho,District_Yanagiharamachi,District_Yanagimachi,Nearest_Station_Komorie,Nearest_Station_Moji,Nearest_Station_Mojiko,Layout_1DK,Layout_1K,Layout_1LDK,Layout_2DK,Layout_2DK+S,Layout_2LDK,Layout_3DK,Layout_3LDK,Layout_3LDK+S,Layout_4DK,Layout_4LDK,Layout_5LDK,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
