,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Aichi Prefecture,"Municipality_Tenpaku Ward,Nagoya City",District_Aikawa,District_Araike,District_Domyocho,District_Ebiyamacho,District_Fukuike,District_Furukawacho,District_Gozembacho,District_Hachiman-yama,District_Hara,District_Hirabari,District_Hirabaridai,District_Hirabariminami,District_Hisakata,District_Hitotsuyama,District_Horocho,District_Iguchi,District_Ikeba,District_Ikemi,District_Inomoricho,District_Ippommatsu,District_Konosu,District_Miyukiyama,District_Motoueda,District_Motoyagoto,District_Mukaigaoka,District_Nakahira,District_Nakasunacho,District_Nakatsubocho,District_Nishiiricho,District_Nonami,District_Omotedai,District_Omoteyama,District_Onecho,District_Otokikiyama,District_Otsubo,District_Sakainecho,District_Sangocho,District_Sasaharacho,District_Shimada,District_Shimadagaoka,District_Shimadakuroishi,District_Shiogamaguchi,District_Sugeta,District_Takamiyacho,District_Takasakacho,District_Takashima,District_Tempakucho Oaza Hirabari,District_Tempakucho Oaza Yagoto,District_Tsuchihara,District_Ueda,District_Uedahigashi,District_Uedahommachi,District_Uedaminami,District_Uedanishi,District_Uedayama,District_Umegaoka,District_Yagototendo,District_Yagotoyama,District_Yakiyama,District_Yamanecho,District_Yayoigaoka,District_Yokomachi,Nearest_Station_Aioiyama,Nearest_Station_Akaike (Aichi),Nearest_Station_Hara (Aichi),Nearest_Station_Hirabari,Nearest_Station_Hoshigaoka (Aichi),Nearest_Station_Kamisawa,Nearest_Station_Mizuhoundojohigashi,Nearest_Station_Mizuhoundojonishi,Nearest_Station_Nagoyadaigaku,Nearest_Station_Narukokita,Nearest_Station_Narumi,Nearest_Station_Nonami,Nearest_Station_Shiogamaguchi,Nearest_Station_Sogo Rehabilitation Center,Nearest_Station_Tokushige,Nearest_Station_Tsurumai,Nearest_Station_Ueda (Nagoyashiei),Nearest_Station_Yagoto,Nearest_Station_Yagotonisseki,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,"Transactional factors_Dealings of adjacent land,Dealings including private road",Transactional factors_Dealings of real estate that includes wound etc.,Transactional factors_Dealings of real estate to which mortgage etc. are set,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
