,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Shizuoka Prefecture,"Municipality_Shimizu Ward,Shizuoka City",District_Chitosecho,District_Dobayashi,District_Eirakucho,District_Ejiridaimachi,District_Ejirihigashi,District_Hanzaemonshinden,District_Hongocho,District_Irie,District_Kandacho,District_Kitawaki,District_Kusanagi,District_Kusunokishinden,District_Mabasekita,District_Manseicho,District_Masagocho,District_Matsubaracho,District_Minatocho,District_Miyashitacho,District_Muramatsu,District_Muramatsuhara,District_Nanatsushin-ya,District_Ninomarucho,District_Nishikubo,District_Nishitakacho,District_Okitsuhoncho,District_Oshibacho,District_Saiwaicho,District_Shofukucho,District_Takaracho,District_Tenjin,District_Tsuji,Nearest_Station_Irieoka,Nearest_Station_Kitsunegasaki,Nearest_Station_Kusanagi (JR),Nearest_Station_None,Nearest_Station_Okitsu,Nearest_Station_Sakurabashi (Shizuoka),Nearest_Station_Shimizu (Shizuoka),Nearest_Station_Shinshimizu,Nearest_Station_Shizuoka,Layout_1DK,Layout_1K,Layout_1LDK,Layout_1LDK+S,Layout_1R,Layout_2DK,Layout_2LDK,Layout_3DK,Layout_3DK+S,Layout_3LDK,Layout_4DK,Layout_4K,Layout_4LDK,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings of real estate to which mortgage etc. are set,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
