,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Hyogo Prefecture,Municipality_Takarazuka City,District_Akurakita,District_Asahimachi,District_Chigusa,District_Goten-yama,District_Hanayashikimatsugaoka,District_Hanayashikisoen,District_Hanayashikitsutsujigaoka,District_Hibarigaoka,District_Hibarigaokayamate,District_Hirai,District_Hiraisanso,District_Hobai,District_Hoshinoso,District_Hoshoen,District_Imazatocho,District_Isoshi,District_Jurakuso,District_Kameicho,District_Kashio,District_Kawamo,District_Kiyoshikojin,District_Kohama,District_Komyocho,District_Kotobukicho,District_Kuchitanihigashi,District_Kuchitaninishi,District_Maitani,District_Mefu,District_Mefuhigashinocho,District_Minamiguchi,District_Minamihibarigaoka,District_Miza,District_Mukogawacho,District_Mukoyama,District_Nagaocho,District_Nakasu,District_Nakasuji,District_Nakasujiyamate,District_Nakayamadera,District_Nakayamasakuradai,District_Nakayamasatsukidai,District_Nakayamasoen,District_Nigawaasahigaoka,District_Nigawakita,District_Nigawatakadai,District_Nigawatsukimigaoka,District_Nogami,District_Obayashi,District_Sakaemachi,District_Sakasedai,District_Sakasegawa,District_Sakuragaoka,District_Suehirocho,District_Suenaricho,District_Sumiregaoka,District_Takamatsucho,District_Takatsukasa,District_Taniguchicho,District_Tonocho,District_Toyocho,District_Tsukimiyama,District_Umenocho,District_Yamamotodai,District_Yamamotohigashi,District_Yamamotomaruhashi,District_Yamamotominami,District_Yamamotonaka,District_Yamamotonishi,District_Yamatedaihigashi,District_Yayoicho,District_Yumotocho,Nearest_Station_Hibarigaokahanayashiki,Nearest_Station_Hirano (Hyogo),Nearest_Station_Kawanishiikeda,Nearest_Station_Kawanishinoseguchi,Nearest_Station_Kiyoshikojin,Nearest_Station_Mefujinja,Nearest_Station_Nakayamadera,Nearest_Station_Nakayamakannon,Nearest_Station_Nigawa,Nearest_Station_None,Nearest_Station_Obayashi (Hyogo),Nearest_Station_Sakasegawa,Nearest_Station_Takarazuka,Nearest_Station_Takarazukaminamiguchi,Nearest_Station_Yamamoto (Hyogo),Layout_1DK,Layout_1K,Layout_1LDK,Layout_1LDK+S,Layout_1R,Layout_2DK,Layout_2DK+S,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3LDK,Layout_3LDK+S,Layout_4DK,Layout_4K,Layout_4LDK,Layout_5LDK,Layout_5LDK+S,Layout_Open Floor,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Urbanization Control Area,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
