,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Hiroshima Prefecture,"Municipality_Higashi Ward,Hiroshima City",District_Akebono,District_Atagomachi,District_Fukuda,District_Fukudacho,District_Futabanosato,District_Hesakaizue,District_Hesakakazuko,District_Hesakakurumegi,District_Hesakaminami,District_Hesakaoage,District_Hesakasakurahigashimachi,District_Hesakasakuranishimachi,District_Hesakasakurauemachi,District_Hesakasenzoku,District_Hesakashimmachi,District_Hesakasoda,District_Hesakayamane,District_Hesakayamasakicho,District_Higashikaniyacho,District_Hikarigaoka,District_Hikarimachi,District_Kaminukushina,District_Kamiosugacho,District_Nakayamahigashi,District_Nakayamakagamigaoka,District_Nakayamakami,District_Nakayamakitamachi,District_Nakayamaminami,District_Nakayamanakamachi,District_Nakayamanishi,District_Nakayamashimmachi,District_Nukushina,District_Nukushinacho,District_Onagahigashi,District_Onaganishi,District_Umaki,District_Ushitaasahi,District_Ushitahigashi,District_Ushitahommachi,District_Ushitaminami,District_Ushitanaka,District_Ushitashimmachi,District_Ushitawaseda,District_Wakakusacho,District_Yaga,District_Yagashimmachi,District_Yamanecho,Nearest_Station_Hatsukaichi,Nearest_Station_Hesaka,Nearest_Station_Hiroshima,Nearest_Station_Itsukaichi,Nearest_Station_Nishihiroshima,Nearest_Station_None,Nearest_Station_Tenjingawa,Nearest_Station_Yaga,Nearest_Station_Yokogawa (Hiroshima),City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
