,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Kumamoto Prefecture,"Municipality_Kita Ward,Kumamoto City",District_Hakenomiya,District_Murozonomachi,District_Musashigaoka,District_Nirenoki,District_Shimizuhommachi,District_Takahira,District_Tatsuda,District_Tokuo,District_Tokuomachi,District_Tsuruhada,Nearest_Station_Hakenomiya,Nearest_Station_Hikarinomori,Nearest_Station_Horikawa,Nearest_Station_Ikeda (Kumamoto),Nearest_Station_Kamikumamoto,Nearest_Station_Kitakumamoto,Nearest_Station_Musashizuka,Nearest_Station_Nishisato,Nearest_Station_None,Nearest_Station_Sojodaigakumae,Layout_2LDK,Layout_3LDK,Layout_4LDK,Layout_5LDK,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
