,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Aichi Prefecture,"Municipality_Midori Ward,Nagoya City",District_Aibarago,District_Aikawa,District_Aoyama,District_Arimatsu,District_Arimatsucho Oaza Arimatsu,District_Arimatsucho Oaza Okehazama,District_Arimatsuminami,District_Asahide,District_Fujizuka,District_Hirakogaoka,District_Hiratekita,District_Hirateminami,District_Hisakata,District_Horagai,District_Hosoguchi,District_Ikegamidai,District_Kagamida,District_Kagoyama,District_Kamegahora,District_Kamiasahi,District_Kamisawa,District_Konarumi,District_Kosaka,District_Kurosawadai,District_Mambayama,District_Matsuganedai,District_Minamiodaka,District_Mizuhiro,District_Momoyama,District_Morinosato,District_Moronoki,District_Mototokushige,District_Naganecho,District_Narukocho,District_Narumicho,District_Naruoka,District_Norikura,District_Odakacho,District_Ogatayama,District_Okehazamashimme,District_Oshimizu,District_Ozakiyama,District_Rokuden,District_Sakaimatsu,District_Sakunoyamacho,District_Sakyoyama,District_Shihongi,District_Shikayama,District_Shinonokaze,District_Shiomigaoka,District_Sone,District_Sunada,District_Taishi,District_Taishogane,District_Takinomizu,District_Tokushige,District_Torisumi,District_Tsurugasawa,District_Ubakoyama,District_Umesato,District_Urasato,District_Urushiyama,District_Wakata,District_Yatsumatsu,District_Yokobukicho,Nearest_Station_Aioiyama,Nearest_Station_Arimatsu,Nearest_Station_Atsuta,Nearest_Station_Chukyokeibajomae,Nearest_Station_Hara (Aichi),Nearest_Station_Kamisawa,Nearest_Station_Kyowa,Nearest_Station_Minamioodaka,Nearest_Station_Motohoshizaki,Nearest_Station_Narukokita,Nearest_Station_Narumi,Nearest_Station_Nawa (Aichi),Nearest_Station_Nonami,Nearest_Station_Odaka,Nearest_Station_Sakyoyama,Nearest_Station_Tokushige,Layout_1DK,Layout_1K,Layout_1LDK,Layout_2DK,Layout_2DK+S,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3DK+S,Layout_3K,Layout_3LDK,Layout_3LDK+S,Layout_4DK,Layout_4LDK,Layout_4LDK+S,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
