,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Kyoto Prefecture,Municipality_Kizugawa City,District_Haze,District_Ichisaka,District_Kabutodai,District_Kamochoekihigashi,District_Kamochokita,District_Kamochominamishimode,District_Kamochookazaki,District_Kamochookubata,District_Kamochoono,District_Kamochoreihei,District_Kamochosato,District_Kaseyama,District_Kizu,District_Kizugawadai,District_Kizumachi,District_Kunimidai,District_Nagamodai,District_Saganaka,District_Saganakadai,District_Shiroyamadai,District_Umemidai,District_Yamashirochohirao,District_Yamashirochokabata,District_Yamashirochokamikoma,District_Yamashirochotsubai,Nearest_Station_Kamikoma,Nearest_Station_Kamo (Kyoto),Nearest_Station_Kasagi,Nearest_Station_Kizu (Kyoto),Nearest_Station_Kizugawadai,Nearest_Station_Narayama,Nearest_Station_Nishikizu,Nearest_Station_Osumi,Nearest_Station_Takanohara,Nearest_Station_Tamamizu,Nearest_Station_Tanakura,Nearest_Station_Yamadagawa,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,"Transactional factors_Dealings of adjacent land,Dealings in which auction or arbiter participates",Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
