,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Hyogo Prefecture,Municipality_Miki City,District_Besshocho,District_Besshochohigashihoda,District_Besshochoishino,District_Besshochoshimoishino,District_Besshochotakagi,District_Fukui,District_Funaicho,District_Hirata,District_Hommachi,District_Iwamiya,District_Jiyuugaokahommachi,District_Kasa,District_Kimigaminecho,District_Kuchiyokawacho,District_Kurumi,District_Midorigaokachohigashi,District_Midorigaokachohommachi,District_Midorigaokachonaka,District_Midorigaokachonishi,District_Omura,District_Otsuka,District_Satsukidai,District_Shibamachi,District_Shijimicho,District_Shijimichoaoyama,District_Shijimichohigashijiyuugaoka,District_Shijimichohirono,District_Shijimichonakajiyuugaoka,District_Shijimichonishijiyuugaoka,District_Shukuhara,District_Suehiro,District_Uenomarucho,District_Yokawachoariyasu,District_Yokawachobishamon,District_Yokawachofukui,District_Yokawachoinada,District_Yokawachokaminaka,District_Yokawachokichiyasu,District_Yokawachominagidai,District_Yokawachonagatani,District_Yokawachoohata,District_Yokawachowatase,District_Yoroki,Nearest_Station_Aino,Nearest_Station_Ebisu,Nearest_Station_Flower Town,Nearest_Station_Hirono (Hyogo),Nearest_Station_Hirono Golf Jomae,Nearest_Station_Midorigaoka (hyogo),Nearest_Station_Miki (Kobedentetsu),Nearest_Station_Mikiuenomaru,Nearest_Station_Minami Woody Town,Nearest_Station_Omura (Hyogo),Nearest_Station_Sanda (Hyogo),Nearest_Station_Shijimi,Nearest_Station_Shinsanda,Nearest_Station_Woody Town Chuo,Nearest_Station_Yakujin,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Outside City Planning Area,City Planning_Quasi-industrial Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
